index,filename,coarse_to_fine,seed,search_func,init_reduced,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,loss,synth_duration
0,fig16b,False,0,strong_wolfe,False,5,2.0,100,3.0,1534,0.0084450487047433,588.6594066619873
0,fig16b,False,1,strong_wolfe,False,40,20.0,200,3.0,80,0.0321812257170677,283.5885546207428
0,fig16b,False,1,strong_wolfe,False,40,,500,0.3,237,0.0001979199441848,2637.3771278858185
0,fig4a,False,0,,False,5,,10,0.3,1375,0.0015078659635037,1557.769897222519
0,fig16b,False,1,strong_wolfe,False,40,20.0,500,10.0,115,0.023609135299921,497.489354133606
0,fig16b,False,0,strong_wolfe,False,5,5.0,10,3.0,239,0.0226802174001932,178.60075283050537
0,fig4a,False,0,strong_wolfe,False,10,10.0,3,1.0,325,0.0253637749701738,435.7606523036957
0,fig16b,False,1,strong_wolfe,False,20,10.0,500,3.0,151,0.0242885928601026,447.47968673706055
0,fig16b,False,0,strong_wolfe,False,10,5.0,30,1.0,955,0.0012027772609144,606.0685091018677
0,fig16b,False,0,strong_wolfe,False,20,20.0,500,0.3,384,0.0002877110382542,2396.5732011795044
0,fig4a,False,0,,False,20,20.0,3,1.0,815,0.0011997851543128,3670.29558968544
0,fig16b,False,0,strong_wolfe,False,5,,1000,1.0,197,0.0241577699780464,372.2775933742523
0,fig4a,False,0,strong_wolfe,False,10,5.0,500,0.3,1510,0.0011022883700206,2154.144201040268
0,fig16b,False,0,strong_wolfe,False,40,,10,1.0,239,0.000343758118106,1274.772757768631
0,fig16b,False,0,strong_wolfe,False,20,10.0,300,10.0,357,0.0095720468088984,552.2560124397278
0,fig16b,False,0,strong_wolfe,False,5,,30,3.0,426,0.0123420562595129,394.10474610328674
0,fig16b,False,0,strong_wolfe,False,5,5.0,3,0.3,1513,0.0051631168462336,978.2478597164154
0,fig4a,False,0,,False,40,,3,1.0,521,0.0007619657553732,4800.781003475189
0,fig16b,False,0,strong_wolfe,False,10,5.0,100,1.0,881,0.0011551880743354,621.9328095912933
0,fig16b,False,1,strong_wolfe,False,20,,10,0.3,536,0.000668013235554,1495.8659043312073
0,fig4a,False,1,,False,10,,30,0.3,928,0.0007894114824011,2198.065427541733
0,fig4a,False,1,strong_wolfe,False,40,,300,3.0,119,0.0154612641781568,576.5124745368958
0,fig16b,False,0,strong_wolfe,False,5,2.0,1000,10.0,1798,0.0062651606276631,1800.8690593242643
0,fig16b,False,0,,False,5,5.0,30,0.3,1053,0.001326008583419,1251.7410204410553
0,fig4a,False,0,strong_wolfe,False,20,20.0,1000,1.0,414,0.0003215094329789,3109.033154964447
0,fig4a,False,1,,False,40,20.0,300,1.0,465,0.0003648358979262,2679.3531539440155
0,fig16b,False,1,,False,40,,300,0.3,228,0.000294166180538,2233.0710492134094
0,fig16b,False,1,strong_wolfe,False,5,2.0,100,10.0,401,0.0346879288554191,240.7812020778656
0,fig16b,False,0,strong_wolfe,False,5,2.0,200,3.0,506,0.0241423342376947,438.0046036243439
0,fig16b,False,0,strong_wolfe,False,5,,3,3.0,86,0.0942951664328575,100.14544534683228
0,fig16b,False,1,strong_wolfe,False,10,,100,0.3,706,0.0004672269569709,1095.7051842212677
0,fig4a,False,0,,False,5,5.0,10,1.0,1504,0.001110455719754,1795.8282780647278
0,fig16b,False,0,strong_wolfe,False,40,,100,10.0,65,0.036633338779211,156.09834241867063
0,fig4a,False,1,strong_wolfe,False,5,,200,1.0,1096,0.0009567166562192,2144.5062363147736
0,fig4a,False,1,strong_wolfe,False,20,,500,1.0,381,0.000348536617821,2758.5040295124054
0,fig16b,False,0,strong_wolfe,False,20,10.0,30,1.0,635,0.0005799449863843,784.5250933170319
0,fig16b,False,1,strong_wolfe,False,20,,200,10.0,78,0.0351955667138099,366.3273677825928
0,fig4a,False,1,strong_wolfe,False,5,5.0,3,0.3,1570,0.0059085264801979,1022.0229141712188
0,fig16b,False,1,strong_wolfe,False,20,,3,3.0,392,0.0017778906039893,1203.3870675563812
0,fig4a,False,0,strong_wolfe,False,10,5.0,500,3.0,1796,0.0010353839024901,2628.6968245506287
0,fig16b,False,0,strong_wolfe,False,40,40.0,30,1.0,237,0.0002847868017852,1199.2257487773895
0,fig16b,False,0,strong_wolfe,False,5,2.0,300,1.0,2000,0.0039860997349023,560.2568047046661
0,fig4a,False,1,strong_wolfe,False,5,,30,1.0,1119,0.001298209419474,891.2992413043976
0,fig4a,False,0,strong_wolfe,False,40,40.0,3,0.3,527,0.0017176535911858,2615.9439449310303
0,fig4a,False,0,strong_wolfe,False,5,5.0,3,1.0,666,0.0253637749701738,454.9058766365051
0,fig16b,False,0,strong_wolfe,False,20,,1000,10.0,211,0.0062651606276631,1338.8202102184296
0,fig16b,False,0,strong_wolfe,False,10,,10,3.0,123,0.0226802174001932,173.61234259605408
0,fig4a,False,0,strong_wolfe,False,40,20.0,200,3.0,125,0.0398357100784778,543.6946172714233
0,fig4a,False,0,strong_wolfe,False,5,,3,1.0,543,0.0253637749701738,440.485958814621
0,fig4a,False,0,,False,10,5.0,3,0.3,1380,0.0058682039380073,1587.0371866226196
0,fig16b,False,1,strong_wolfe,False,5,,1000,3.0,232,0.0234949868172407,452.4097497463226
0,fig4a,False,1,strong_wolfe,False,10,10.0,300,3.0,408,0.0154612641781568,584.6529650688171
0,fig16b,False,1,,False,20,20.0,10,1.0,414,0.0005048717721365,1986.142158985138
0,fig4a,False,1,strong_wolfe,False,40,,30,0.3,350,0.00043327032472,1929.6698133945465
0,fig4a,False,1,strong_wolfe,False,5,5.0,100,0.3,1630,0.0014503700658679,1098.5352082252502
0,fig16b,False,0,strong_wolfe,False,20,,300,10.0,172,0.0095720468088984,491.3391599655152
0,fig16b,False,1,strong_wolfe,False,40,40.0,1000,0.3,247,0.0001808368251658,3380.3940925598145
0,fig4a,False,1,strong_wolfe,False,20,20.0,3,1.0,602,0.0021278019994497,1502.9188692569733
0,fig16b,False,0,strong_wolfe,False,10,10.0,10,1.0,686,0.0007098517962731,907.8121001720428
0,fig4a,False,0,,False,5,,100,1.0,997,0.0010521598160266,1316.760390043259
0,fig16b,False,0,,False,40,,30,1.0,233,0.00034046327346,2190.847414970398
0,fig16b,False,1,strong_wolfe,False,5,2.0,300,10.0,366,0.0366984009742736,217.1528697013855
0,fig4a,False,0,,False,20,20.0,100,1.0,408,0.000399282987928,2087.582714319229
0,fig16b,False,1,strong_wolfe,False,10,5.0,300,3.0,1569,0.0009948227088898,1214.1353800296783
0,fig4a,False,0,strong_wolfe,False,10,,30,0.3,861,0.0007114888867363,1188.8105046749115
0,fig4a,False,0,strong_wolfe,False,5,,30,0.3,1424,0.0010813764529302,1134.2759594917295
0,fig16b,False,1,strong_wolfe,False,5,5.0,3,3.0,1042,0.0040842150337994,690.5239188671112
0,fig16b,False,0,strong_wolfe,False,40,40.0,100,3.0,115,0.0084450487047433,423.1413016319275
0,fig4a,False,0,strong_wolfe,False,5,,30,1.0,1167,0.0009863085579127,942.4798364639282
0,fig16b,False,1,strong_wolfe,False,20,10.0,200,0.3,741,0.0004228023753967,1799.009399175644
0,fig4a,False,1,strong_wolfe,False,10,,3,10.0,114,0.0641731396317482,161.8956594467163
0,fig4a,False,1,strong_wolfe,False,10,5.0,1000,3.0,462,0.0286816079169511,768.9718794822693
0,fig4a,False,1,strong_wolfe,False,10,5.0,300,3.0,828,0.0154612641781568,633.960294008255
0,fig4a,False,0,strong_wolfe,False,20,20.0,3,0.3,725,0.0022806888446211,1771.5299820899963
0,fig16b,False,0,strong_wolfe,False,5,,1000,10.0,719,0.0062651606276631,1544.1346158981323
0,fig4a,False,0,strong_wolfe,False,5,2.0,300,1.0,2000,0.0130905378609895,555.9893906116486
0,fig4a,False,0,strong_wolfe,False,20,,30,1.0,408,0.0004462219949346,1131.099506855011
0,fig16b,False,1,strong_wolfe,False,5,,300,0.3,1177,0.0006334621575661,1054.0208401679993
0,fig16b,False,0,strong_wolfe,False,10,10.0,200,3.0,135,0.0241423342376947,336.9579701423645
0,fig4a,False,0,strong_wolfe,False,5,5.0,1000,3.0,1814,0.0011389785213395,3037.309767007828
0,fig4a,False,1,strong_wolfe,False,40,20.0,200,0.3,510,0.0005799605860374,2581.727293729782
0,fig16b,False,0,strong_wolfe,False,20,10.0,500,0.3,714,0.0003739446983672,2228.9994122982025
0,fig4a,False,1,strong_wolfe,False,20,10.0,200,3.0,340,0.0187815334647893,817.0868349075317
0,fig4a,False,0,,False,20,,10,1.0,492,0.000473322434118,2253.4776923656464
0,fig4a,False,0,,False,10,5.0,30,0.3,1590,0.0013791712699458,1799.968835353851
0,fig16b,False,0,,False,40,20.0,10,1.0,468,0.0004592026234604,2222.8734123706818
0,fig16b,False,0,strong_wolfe,False,5,2.0,100,10.0,377,0.036633338779211,202.76179885864255
0,fig16b,False,1,strong_wolfe,False,40,40.0,1000,3.0,77,0.0234949868172407,415.0605137348175
0,fig4a,False,1,strong_wolfe,False,10,5.0,10,3.0,284,0.0343695953488349,232.87856316566467
0,fig4a,False,0,strong_wolfe,False,5,,300,3.0,1430,0.0011221138993278,1337.9142117500303
0,fig16b,False,0,strong_wolfe,False,40,40.0,300,10.0,125,0.0095720468088984,493.18683886528015
0,fig16b,False,1,strong_wolfe,False,5,5.0,300,3.0,1569,0.0009948227088898,1204.8629777431488
0,fig16b,False,0,,False,40,,10,0.3,297,0.0003932107065338,2702.79408121109
0,fig16b,False,1,,False,10,10.0,3,0.3,857,0.0028670988976955,2126.9704117774963
0,fig4a,False,0,strong_wolfe,False,10,,100,10.0,305,0.0192061439156532,509.03776836395264
0,fig4a,False,1,strong_wolfe,False,40,,500,0.3,301,0.0003077286528423,3955.568144798279
0,fig16b,False,1,,False,40,40.0,300,1.0,391,0.0002470733597874,3720.678863286972
0,fig16b,False,0,strong_wolfe,False,10,5.0,3,0.3,1513,0.0051631168462336,930.160318851471
0,fig4a,False,1,strong_wolfe,False,10,,300,3.0,346,0.0154612641781568,579.6431405544281
0,fig4a,False,0,strong_wolfe,False,40,,200,1.0,234,0.0002680237521417,2992.308144569397
0,fig16b,False,1,,False,20,10.0,10,0.3,781,0.0014034676132723,1868.51580286026
0,fig4a,False,1,strong_wolfe,False,40,40.0,10,1.0,66,0.0561525858938694,155.79168128967285
0,fig16b,False,0,,False,40,40.0,10,0.3,304,0.0003949070814996,2737.432215452194
0,fig4a,False,1,,False,5,2.0,30,0.3,2000,0.0222028978168964,955.2321486473083
0,fig4a,False,0,strong_wolfe,False,10,,100,3.0,165,0.0414239503443241,255.30353832244876
0,fig4a,False,1,,False,5,2.0,10,1.0,2000,0.0154362060129642,903.6996998786926
0,fig4a,False,0,strong_wolfe,False,40,,500,0.3,284,0.0002586274931672,3771.712440252304
0,fig4a,False,0,strong_wolfe,False,40,,100,0.3,284,0.0003149242547806,1680.274210691452
0,fig16b,False,1,strong_wolfe,False,5,,500,10.0,260,0.023609135299921,539.4694826602936
0,fig4a,False,0,strong_wolfe,False,10,5.0,30,0.3,1741,0.001132464967668,1082.69544672966
0,fig4a,False,1,strong_wolfe,False,40,20.0,30,1.0,494,0.0005188407958485,1324.766534805298
0,fig4a,False,1,strong_wolfe,False,10,,30,10.0,131,0.0582329593598842,212.9321086406708
0,fig16b,False,0,strong_wolfe,False,5,5.0,3,1.0,921,0.0044208909384906,603.4519684314728
0,fig4a,False,0,,False,10,,100,0.3,823,0.0008598458371125,2011.696325302124
0,fig16b,False,0,strong_wolfe,False,40,40.0,100,10.0,70,0.036633338779211,157.80466437339783
0,fig4a,False,1,strong_wolfe,False,10,10.0,200,10.0,337,0.0212442018091678,876.7468140125275
0,fig4a,False,0,strong_wolfe,False,20,,200,3.0,109,0.0398357100784778,550.1837503910065
0,fig16b,False,0,,False,5,2.0,30,1.0,2000,0.0050867036916315,915.5157454013824
0,fig4a,False,1,strong_wolfe,False,20,20.0,500,0.3,534,0.0004157808143645,3121.6949260234837
0,fig4a,False,0,strong_wolfe,False,40,,500,3.0,299,0.0002457096707075,4223.955805301666
0,fig16b,False,0,strong_wolfe,False,10,5.0,500,10.0,452,0.0173146706074476,729.7275359630585
0,fig4a,False,1,,False,5,2.0,10,0.3,2000,0.0182202719151973,890.6788675785065
0,fig4a,False,1,strong_wolfe,False,20,10.0,300,10.0,358,0.021653164178133,502.501220703125
0,fig4a,False,1,strong_wolfe,False,20,20.0,10,0.3,581,0.0009963164338842,1400.8336579799652
0,fig16b,False,1,strong_wolfe,False,10,,30,1.0,630,0.000518157496117,905.594294309616
0,fig16b,False,1,,False,10,10.0,300,0.3,727,0.0004584023263305,2012.9400119781492
0,fig16b,False,0,,False,40,20.0,100,1.0,332,0.0003675885382108,1687.5389080047607
0,fig16b,False,1,,False,5,5.0,3,0.3,1320,0.0046979393810033,1589.9530909061432
0,fig4a,False,1,strong_wolfe,False,10,,500,1.0,653,0.0005178315332159,2322.711370229721
0,fig4a,False,0,strong_wolfe,False,20,,300,10.0,81,0.0818336606025695,189.76649618148804
0,fig16b,False,0,strong_wolfe,False,20,,30,3.0,136,0.0123420562595129,360.2450850009918
0,fig4a,False,0,strong_wolfe,False,40,20.0,500,0.3,501,0.0003549248795025,2926.1475298404694
0,fig16b,False,0,strong_wolfe,False,10,10.0,3,1.0,662,0.0018206688109785,852.4475982189178
0,fig4a,False,0,strong_wolfe,False,40,20.0,1000,3.0,522,0.0005929738981649,3440.6771068573
0,fig4a,False,1,strong_wolfe,False,5,,300,0.3,1377,0.0011015322525054,1294.3005521297457
0,fig4a,False,0,strong_wolfe,False,40,20.0,100,1.0,427,0.0003919111914001,1135.5217044353485
0,fig4a,False,1,strong_wolfe,False,20,10.0,3,3.0,122,0.061532162129879,174.0084035396576
0,fig16b,False,1,strong_wolfe,False,10,5.0,300,1.0,1200,0.0006750577013008,850.869292974472
0,fig16b,False,1,,False,40,40.0,10,0.3,323,0.0006198601331561,2771.070761203766
0,fig16b,False,1,strong_wolfe,False,20,20.0,300,3.0,524,0.0002654721902217,1497.3147575855255
0,fig16b,False,0,strong_wolfe,False,10,,10,0.3,680,0.0012378734536468,918.2323644161224
0,fig16b,False,0,strong_wolfe,False,40,,500,0.3,223,0.0002129373606294,2720.744818687439
0,fig4a,False,1,strong_wolfe,False,5,5.0,3,10.0,229,0.0641731396317482,173.07054376602173
0,fig16b,False,1,strong_wolfe,False,10,5.0,30,1.0,1084,0.0012920252047479,690.8790128231049
0,fig16b,False,0,,False,20,10.0,30,0.3,733,0.0005054470384493,1711.460774421692
0,fig16b,False,0,strong_wolfe,False,40,,1000,10.0,131,0.0062651606276631,1386.372636795044
0,fig4a,False,0,strong_wolfe,False,5,5.0,10,1.0,1324,0.0016863791970536,825.2634370326996
0,fig16b,False,0,strong_wolfe,False,20,20.0,100,10.0,88,0.036633338779211,158.35056161880493
0,fig16b,False,0,strong_wolfe,False,40,,3,1.0,254,0.0010190124157816,1362.9219563007357
0,fig4a,False,0,strong_wolfe,False,40,,10,1.0,274,0.00048108867486,1518.2012519836426
0,fig4a,False,0,strong_wolfe,False,5,5.0,3,0.3,1526,0.0050563784316182,921.0847582817078
0,fig4a,False,1,strong_wolfe,False,5,,500,1.0,1144,0.0008394626202061,1927.7403757572172
0,fig4a,False,1,,False,40,40.0,30,1.0,277,0.0004064835375174,2552.178630590439
0,fig4a,False,1,,False,20,20.0,300,0.3,463,0.0004861723282374,2563.559475183487
0,fig16b,False,1,strong_wolfe,False,20,20.0,500,1.0,365,0.0002396006893832,2123.076468706131
0,fig16b,False,1,,False,10,10.0,30,0.3,816,0.0006867538322694,1891.2463512420652
0,fig16b,False,1,strong_wolfe,False,5,5.0,200,1.0,1166,0.0006983337225392,1504.2996068000791
0,fig16b,False,1,,False,5,2.0,10,1.0,2000,0.0056240395642817,892.9171125888824
0,fig16b,False,1,strong_wolfe,False,40,,10,10.0,59,0.0564501769840717,121.87030553817748
