filename,coarse_to_fine,seed,search_func,init_reduced,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,loss,synth_duration
fig16b,False,1,strong_wolfe,True,10,1.0,3,1.0,598,0.0003746904840227,18:56
fig4a,False,1,None,False,10,0.5,10,0.01,976,0.0225474461913108,17:06
fig16b,True,0,None,True,5,0.5,3,1.0,2001,0.0134669067338109,13:37
fig4a,False,0,strong_wolfe,False,40,1.0,3,0.01,604,0.0005088982288725,1:10:55
fig16b,False,1,strong_wolfe,False,5,,3,0.01,2001,0.0022647199220955,42:25
fig16b,False,1,None,True,5,0.5,3,0.01,2001,0.0151975369080901,13:17
fig4a,True,1,strong_wolfe,False,10,,10,0.01,1598,0.0013940578792244,1:06:34
fig4a,True,1,strong_wolfe,False,40,1.0,3,0.01,826,0.0015171373961493,1:36:05
fig16b,True,1,strong_wolfe,True,40,0.5,10,1.0,434,0.0004356613208074,30:27
fig4a,False,1,None,True,5,1.0,10,1.0,1795,0.002524736104533,30:56
fig4a,False,1,strong_wolfe,True,10,1.0,3,0.01,1251,0.0013118953211233,43:47
fig16b,False,1,strong_wolfe,True,5,0.5,100,1.0,1638,0.0028377601411193,11:16
fig16b,True,0,None,False,10,0.5,10,0.01,1229,0.011776678264141,19:25
fig16b,True,1,strong_wolfe,True,40,1.0,100,1.0,243,0.0002631853276398,31:13
fig16b,True,0,None,False,20,,3,1.0,386,0.0002973960654344,27:11
fig4a,False,1,strong_wolfe,True,40,1.0,3,1.0,228,0.000322272273479,32:10
fig4a,False,1,None,True,10,1.0,3,0.01,374,0.008911564014852,11:55
fig4a,False,1,strong_wolfe,False,10,1.0,3,1.0,813,0.0005847840220667,25:49
fig4a,True,1,strong_wolfe,True,5,0.5,100,0.01,2001,0.0150161981582641,22:41
fig4a,False,1,None,True,5,0.5,3,1.0,2001,0.042787916958332,12:18
fig16b,True,1,strong_wolfe,False,5,0.5,10,1.0,2001,0.008487825281918,12:37
fig16b,False,0,strong_wolfe,False,5,0.5,100,1.0,2001,0.004269587341696,13:51
fig4a,True,0,None,False,5,,10,0.01,1084,0.0147385587915778,19:08
fig4a,True,1,None,False,5,1.0,100,1.0,1541,0.0028787944465875,26:27
fig16b,True,1,None,True,20,1.0,100,1.0,368,0.000415116752265,25:47
fig16b,False,0,None,False,5,0.5,10,0.01,2001,0.0467510484158992,13:25
fig16b,False,1,None,True,20,1.0,10,0.01,390,0.0040466026403009,26:53
fig4a,True,0,strong_wolfe,True,5,1.0,10,0.01,2001,0.0024621074553579,40:24
fig4a,False,1,strong_wolfe,True,5,0.5,10,0.01,2001,0.0071516702882945,22:45
fig4a,True,0,None,False,40,1.0,3,1.0,276,0.0003252330934628,35:06
fig16b,False,1,None,False,5,,10,1.0,926,0.0006227629492059,16:13
fig4a,True,0,strong_wolfe,True,5,,10,1.0,1071,0.0008823894895613,22:23
fig16b,True,0,strong_wolfe,True,10,0.5,10,1.0,1006,0.0009779002284631,17:54
fig16b,True,1,strong_wolfe,False,10,1.0,3,0.01,1328,0.0014993782388046,45:47
fig16b,True,0,None,True,5,1.0,100,0.01,1605,0.0029679310973733,27:27
fig4a,False,1,strong_wolfe,True,20,1.0,100,0.01,811,0.0007443661452271,51:22
fig16b,False,0,strong_wolfe,False,5,0.5,10,1.0,2001,0.004269587341696,13:47
fig4a,True,1,None,False,20,1.0,10,1.0,489,0.0003923785698134,31:06
fig16b,True,0,strong_wolfe,True,5,0.5,3,0.01,2001,0.0044757667928934,21:00
fig4a,False,0,strong_wolfe,True,40,0.5,3,1.0,369,0.0003733074408955,25:46
fig16b,True,0,None,False,40,1.0,100,0.01,324,0.002228669822216,45:25
fig4a,False,0,None,False,20,,100,1.0,407,0.0003850236535072,28:13
fig16b,True,0,strong_wolfe,True,40,,100,0.01,496,0.0004580552049446,1:22:28
fig4a,True,1,None,True,10,1.0,10,1.0,759,0.0007286423933692,26:16
fig16b,False,1,None,True,10,1.0,3,1.0,531,0.0003820703714154,18:23
fig4a,False,0,None,False,40,1.0,100,0.01,363,0.0023099216632544,45:02
fig4a,False,0,None,False,10,,3,0.01,1263,0.0023174697998911,44:12
fig16b,False,1,strong_wolfe,False,40,1.0,3,1.0,220,0.0002190858795074,28:56
fig4a,True,0,None,False,20,0.5,100,1.0,912,0.0005505393492057,31:46
fig4a,False,0,None,False,40,0.5,10,0.01,689,0.0023141345009207,47:43
fig4a,True,1,None,False,10,1.0,10,0.01,713,0.0159321445971727,24:34
fig16b,True,0,strong_wolfe,False,5,,100,1.0,1125,0.0007504981476813,23:36
fig16b,False,0,strong_wolfe,True,40,,10,1.0,181,0.0003462285094428,27:49
fig16b,True,1,None,True,40,0.5,3,0.01,503,0.0030796080827713,34:39
fig16b,False,1,strong_wolfe,True,10,1.0,10,1.0,598,0.0003746904840227,20:54
fig16b,True,1,None,False,5,0.5,3,1.0,2001,0.0050008129328489,13:31
fig4a,False,1,None,False,40,0.5,100,1.0,424,0.0004469058476388,29:11
fig16b,False,1,strong_wolfe,False,10,0.5,100,1.0,1200,0.0007235847297124,19:00
fig4a,False,0,strong_wolfe,True,10,0.5,10,1.0,1022,0.0010005768854171,18:02
fig16b,False,0,None,False,10,0.5,100,1.0,1151,0.0007761272136121,19:47
fig4a,True,0,strong_wolfe,True,10,1.0,3,0.01,1302,0.0012777828378602,46:19
fig4a,True,1,strong_wolfe,False,20,0.5,10,1.0,764,0.0006028153584338,26:51
fig4a,False,1,None,False,10,1.0,10,1.0,782,0.0005571882938966,27:08
fig16b,True,1,strong_wolfe,False,40,,10,1.0,246,0.0002670605608727,37:36
fig4a,False,1,strong_wolfe,True,20,,3,0.01,683,0.0006934680859558,57:09
fig4a,False,1,None,True,10,,100,0.01,341,0.0089098205789923,11:02
fig16b,False,0,None,True,40,1.0,100,0.01,234,0.0031096078455448,32:26
fig16b,True,0,strong_wolfe,True,5,,100,0.01,1829,0.0015959490556269,39:36
fig16b,True,1,strong_wolfe,False,5,0.5,3,1.0,2001,0.008487825281918,13:45
fig16b,False,0,None,True,5,1.0,3,1.0,777,0.000840698601678,13:20
fig16b,True,1,strong_wolfe,True,10,0.5,10,0.01,2001,0.0019253883510828,39:51
fig16b,False,0,None,True,40,1.0,3,1.0,185,0.0002702100900933,23:25
fig16b,False,0,strong_wolfe,False,40,1.0,100,0.01,510,0.0004147541185375,1:07:43
fig4a,False,0,None,False,5,,3,1.0,1029,0.0010086592519655,18:03
fig4a,False,1,strong_wolfe,False,10,1.0,10,0.01,1656,0.0015780904795974,53:50
fig16b,False,0,None,True,5,1.0,10,0.01,1343,0.0044014193117618,22:47
fig16b,True,0,None,False,40,1.0,10,0.01,324,0.002228669822216,45:33
fig4a,True,0,strong_wolfe,False,5,0.5,100,0.01,2001,0.0382929742336273,21:44
fig4a,False,0,None,True,20,0.5,10,1.0,644,0.000645438209176,22:26
fig16b,True,0,None,False,20,1.0,3,0.01,480,0.0069497153162956,33:11
fig16b,False,1,strong_wolfe,False,5,,3,1.0,1020,0.0006092882249504,21:22
fig4a,False,1,strong_wolfe,True,10,0.5,10,1.0,962,0.0011239292798563,16:54
fig16b,True,1,None,False,40,,10,1.0,233,0.0002730822016019,29:36
fig16b,False,0,None,True,5,,10,0.01,1085,0.0044005033560097,17:27
fig4a,False,1,strong_wolfe,False,20,,10,1.0,390,0.0004610499599948,31:16
fig16b,False,0,strong_wolfe,False,20,1.0,3,0.01,858,0.0006029198993928,58:36
fig16b,False,1,strong_wolfe,True,5,1.0,100,1.0,873,0.001122377696447,15:12
fig4a,False,1,None,True,5,1.0,100,0.01,775,0.008922804147005,12:13
fig4a,True,1,None,True,40,1.0,3,0.01,257,0.0097514707595109,35:33
fig16b,False,1,strong_wolfe,False,5,1.0,10,1.0,1200,0.0007235847297124,20:56
fig4a,True,0,strong_wolfe,False,20,1.0,3,1.0,490,0.0004475120222195,34:26
fig16b,True,0,strong_wolfe,False,20,1.0,100,1.0,418,0.000432184402598,29:10
fig4a,True,0,None,True,40,,3,1.0,296,0.0002261188201373,39:28
fig16b,True,0,None,True,40,1.0,10,0.01,316,0.0037031138781458,44:07
fig4a,False,1,None,True,20,0.5,100,1.0,1068,0.0016775587573647,36:51
fig16b,True,0,strong_wolfe,True,40,0.5,10,1.0,442,0.0004405777144711,30:22
fig4a,True,1,None,False,10,0.5,100,0.01,52,11.857049942016602,00:35
fig16b,True,0,None,False,40,,10,1.0,234,0.0004132745089009,32:18
fig4a,False,1,strong_wolfe,False,5,1.0,100,0.01,2001,0.0091952849179506,38:32
fig4a,False,0,strong_wolfe,True,20,0.5,100,0.01,1155,0.0013406524667516,40:40
fig4a,False,1,strong_wolfe,True,40,0.5,10,1.0,374,0.0004078797355759,23:35
fig16b,False,0,strong_wolfe,True,10,1.0,3,0.01,1019,0.0016789648216217,35:50
fig4a,False,1,strong_wolfe,False,40,,10,1.0,259,0.0003185687819495,35:56
fig4a,False,1,None,True,20,0.5,3,1.0,1068,0.0016775587573647,37:14
fig16b,True,0,strong_wolfe,True,20,1.0,100,1.0,442,0.0004405777144711,30:52
fig4a,False,1,None,True,10,0.5,10,1.0,1795,0.002524736104533,31:03
fig16b,False,1,None,True,5,0.5,10,0.01,2001,0.0151975369080901,13:28
fig16b,True,0,strong_wolfe,False,40,,10,1.0,242,0.0001845076913014,36:40
fig4a,False,0,strong_wolfe,True,5,,3,0.01,1607,0.0020324205979704,34:19
fig16b,False,1,None,False,5,,3,1.0,926,0.0006227629492059,14:14
fig4a,True,1,None,True,40,,10,1.0,310,0.0002817260683514,42:15
fig16b,True,1,None,False,20,,3,0.01,526,0.0023425756953656,36:53
fig4a,False,1,None,False,40,1.0,3,0.01,342,0.0113023202866315,47:25
fig4a,False,1,None,False,5,,10,0.01,779,0.0228664074093103,13:41
fig4a,True,0,strong_wolfe,False,20,1.0,100,1.0,490,0.0004475120222195,33:56
fig16b,False,1,None,True,20,1.0,3,0.01,390,0.0040466026403009,23:49
fig16b,False,1,strong_wolfe,False,10,,100,0.01,1270,0.0012991678668186,49:27
fig4a,True,0,strong_wolfe,False,10,1.0,3,1.0,956,0.0021436584647744,32:34
fig4a,False,0,strong_wolfe,True,10,1.0,10,0.01,1155,0.0013406524667516,40:57
fig16b,False,1,strong_wolfe,True,10,1.0,100,1.0,598,0.0003746904840227,20:44
fig16b,False,1,strong_wolfe,True,10,0.5,10,0.01,1467,0.0024652031715959,27:18
fig16b,False,1,None,True,5,0.5,100,0.01,2001,0.0151975369080901,13:31
fig4a,True,0,None,False,5,0.5,100,0.01,2001,0.054721362888813,13:31
fig16b,True,0,None,True,5,,3,1.0,961,0.0007046940154395,17:13
fig16b,True,0,strong_wolfe,False,20,1.0,10,0.01,992,0.000614300428424,1:07:44
fig4a,False,1,None,True,40,1.0,100,0.01,227,0.0049638859927654,27:55
fig4a,False,1,None,True,20,1.0,100,1.0,650,0.0013285278109833,45:10
fig16b,True,1,None,True,10,0.5,3,1.0,980,0.0007748766220174,15:19
fig4a,True,1,strong_wolfe,True,40,0.5,10,1.0,403,0.0003924856137018,27:52
fig16b,False,0,strong_wolfe,False,5,1.0,10,0.01,2001,0.0028477245941758,37:57
fig16b,True,1,strong_wolfe,True,5,,10,0.01,1657,0.0015775052597746,36:23
fig16b,False,1,None,True,10,,10,1.0,495,0.0003489523951429,17:23
fig16b,True,0,strong_wolfe,False,5,0.5,10,1.0,2001,0.0103581948205828,13:46
fig4a,True,0,None,True,20,,3,1.0,431,0.0004282838781364,29:54
fig4a,True,1,strong_wolfe,True,20,1.0,3,1.0,403,0.0003924856137018,27:46
fig16b,False,0,None,True,5,0.5,100,0.01,2001,0.0162158999592065,12:26
fig4a,False,0,strong_wolfe,False,40,1.0,10,1.0,251,0.0003298980591353,33:57
fig16b,False,1,None,False,40,1.0,10,1.0,206,0.0001979842490982,28:40
fig4a,False,0,strong_wolfe,True,5,,100,1.0,896,0.0008424911065958,16:45
fig4a,False,0,None,True,5,,100,1.0,960,0.0009085918427444,16:42
fig16b,True,1,strong_wolfe,True,20,0.5,10,0.01,1307,0.0011294870637357,46:46
fig4a,True,1,strong_wolfe,False,20,1.0,100,1.0,426,0.0004116639320272,29:20
fig4a,True,1,None,True,20,,10,0.01,373,0.0106039652600884,26:33
fig16b,False,0,strong_wolfe,True,5,,3,1.0,706,0.0010421877959743,14:56
fig4a,True,1,None,True,20,,100,0.01,373,0.0106039652600884,23:04
fig16b,True,0,strong_wolfe,False,20,,100,0.01,757,0.0006219846545718,1:04:04
fig16b,True,0,None,False,40,1.0,3,1.0,286,0.0001758203288773,36:21
fig16b,False,0,None,True,20,0.5,100,0.01,713,0.0036864064168184,22:48
fig16b,False,0,None,True,5,0.5,10,1.0,1470,0.0033808997832238,09:52
fig4a,True,1,None,True,20,0.5,3,1.0,759,0.0007286423933692,26:26
fig4a,True,0,strong_wolfe,False,40,,10,0.01,596,0.0006133585120551,1:37:06
fig16b,False,1,strong_wolfe,True,5,,100,1.0,933,0.0005618339637294,17:28
fig16b,False,1,None,False,20,1.0,100,1.0,347,0.0002482618729118,24:08
fig16b,True,1,strong_wolfe,True,20,,3,0.01,837,0.0005572803202085,1:02:23
fig4a,True,0,strong_wolfe,True,5,1.0,3,0.01,2001,0.0024621074553579,39:56
fig4a,False,0,strong_wolfe,True,10,0.5,100,0.01,1711,0.0020862626843154,30:46
fig16b,True,0,strong_wolfe,True,20,,10,0.01,733,0.0005875268834643,1:01:10
fig16b,False,0,None,True,20,,100,0.01,407,0.0031167790293693,28:22
fig4a,False,1,strong_wolfe,False,5,,100,0.01,2001,0.0055733867920935,43:25
fig16b,False,0,None,False,5,0.5,3,1.0,2001,0.0065357843413949,13:29
fig16b,False,1,strong_wolfe,False,10,1.0,100,0.01,1472,0.0013864113716408,48:26
fig16b,True,1,strong_wolfe,False,5,1.0,10,0.01,2001,0.0045841075479984,39:14
fig4a,False,1,strong_wolfe,True,20,1.0,3,0.01,811,0.0007443661452271,55:45
fig16b,True,0,None,True,20,,3,1.0,343,0.0003625146637205,21:51
fig16b,True,0,None,True,5,1.0,10,0.01,1605,0.0029679310973733,27:47
fig16b,False,1,strong_wolfe,True,10,0.5,100,0.01,1467,0.0024652031715959,29:38
fig16b,False,1,None,True,10,1.0,3,0.01,766,0.0040487349033355,26:25
fig16b,True,0,None,False,40,0.5,10,1.0,358,0.0002992058580275,25:08
fig16b,True,1,None,False,40,1.0,10,0.01,284,0.0050513092428445,36:24
fig4a,False,0,None,True,10,,3,1.0,588,0.0006317893858067,20:29
fig4a,True,1,strong_wolfe,False,5,1.0,3,1.0,1171,0.0012670534197241,20:44
fig16b,True,1,strong_wolfe,True,40,,3,0.01,549,0.000328644469846,1:22:18
fig16b,False,1,None,True,10,0.5,3,0.01,1657,0.0040505290962755,28:27
fig16b,False,0,None,False,5,,100,0.01,2001,0.0020070823375135,35:04
fig16b,False,1,None,True,40,1.0,100,1.0,197,0.000150715073687,23:54
fig16b,False,1,None,True,20,1.0,100,0.01,390,0.0040466026403009,27:04
fig16b,False,1,strong_wolfe,False,20,0.5,3,1.0,652,0.0004225437587592,20:13
fig16b,False,1,None,False,40,0.5,100,1.0,347,0.0002482618729118,24:09
fig16b,True,0,None,False,20,0.5,3,1.0,740,0.0004887222894467,25:44
fig16b,True,1,None,True,40,1.0,100,0.01,296,0.0051724934019148,37:21
fig16b,True,0,None,False,5,1.0,10,1.0,1135,0.00116434879601,19:29
fig16b,True,1,strong_wolfe,False,5,1.0,3,0.01,2001,0.0045841075479984,35:13
fig4a,False,1,None,False,10,,100,1.0,716,0.0005378295318223,24:57
fig16b,False,0,None,False,5,1.0,3,0.01,2001,0.0047487756237387,34:11
fig4a,False,1,None,True,20,1.0,3,0.01,204,0.0088925901800394,12:15
fig4a,False,0,strong_wolfe,True,40,0.5,100,0.01,797,0.0006895798142068,49:59
fig16b,True,1,None,True,40,,10,0.01,330,0.0029523079283535,46:34
fig4a,True,1,strong_wolfe,False,10,,3,1.0,692,0.0005029696039855,28:08
fig16b,True,0,strong_wolfe,True,10,,100,1.0,568,0.0004374977143015,22:47
fig4a,False,0,strong_wolfe,True,20,,3,0.01,684,0.0005991489742882,57:06
fig4a,False,0,strong_wolfe,False,40,,3,1.0,235,0.0003127770323771,35:32
fig4a,True,0,None,False,10,1.0,100,0.01,845,0.0137589201331138,27:00
fig4a,False,0,None,False,5,,10,1.0,1029,0.0010086592519655,18:07
fig16b,False,0,strong_wolfe,True,5,,3,0.01,1587,0.00199103099294,30:07
fig16b,True,0,None,True,20,1.0,10,1.0,366,0.0002876669750548,25:31
fig16b,True,1,None,False,20,1.0,3,0.01,496,0.0043731871992349,34:20
fig4a,True,1,strong_wolfe,False,5,0.5,100,1.0,2001,0.0120806135237216,13:57
fig4a,False,0,strong_wolfe,False,5,1.0,10,0.01,2001,0.0099467681720852,38:56
fig4a,False,0,strong_wolfe,False,20,1.0,3,1.0,427,0.0004003363428637,29:29
fig4a,False,0,None,True,20,,100,1.0,383,0.0004214727669022,24:50
fig4a,True,1,None,True,10,,100,0.01,570,0.0147323030978441,20:06
fig16b,False,0,strong_wolfe,True,40,1.0,3,0.01,531,0.0004603220440912,1:10:17
fig4a,True,1,strong_wolfe,False,20,,3,0.01,948,0.000750996521674,1:18:52
fig4a,False,0,strong_wolfe,False,20,1.0,10,1.0,427,0.0004003363428637,29:40
fig4a,True,1,None,False,10,0.5,100,1.0,1541,0.0028787944465875,26:17
fig16b,True,1,None,True,40,0.5,100,1.0,368,0.000415116752265,25:27
fig16b,False,1,None,True,10,,10,0.01,694,0.0040484922938048,24:31
fig4a,False,0,None,False,40,1.0,10,1.0,257,0.0002930270857177,35:25
fig16b,True,1,strong_wolfe,True,5,0.5,10,1.0,2001,0.0036940746940672,13:58
fig16b,False,0,None,False,20,0.5,100,0.01,1198,0.001872181543149,41:28
fig4a,False,1,strong_wolfe,True,40,,3,1.0,211,0.0003162081120535,32:18
fig16b,True,0,None,False,40,,100,1.0,234,0.0004132745089009,32:40
fig4a,True,1,strong_wolfe,True,10,,3,0.01,1201,0.0010192458285018,45:42
fig4a,True,0,None,False,10,,3,0.01,498,0.0191177353262901,16:08
fig4a,True,1,None,True,10,,100,1.0,619,0.0004767541540786,20:12
fig16b,False,0,strong_wolfe,True,40,1.0,100,0.01,531,0.0004603220440912,1:05:45
fig16b,True,1,strong_wolfe,False,10,0.5,100,1.0,1275,0.00086581351934,22:34
fig4a,True,1,None,True,5,,100,1.0,866,0.0008558631525374,15:15
fig16b,False,0,strong_wolfe,True,20,,100,1.0,286,0.000414739944972,22:46
fig4a,True,0,strong_wolfe,False,40,,3,0.01,596,0.0006133585120551,1:27:20
fig16b,False,1,None,True,10,1.0,100,0.01,766,0.0040487349033355,26:40
fig4a,True,0,strong_wolfe,True,20,1.0,3,0.01,1035,0.0007457310566678,1:02:56
fig16b,True,0,None,False,40,0.5,10,0.01,480,0.0069497153162956,31:06
fig16b,False,1,strong_wolfe,False,40,1.0,100,1.0,220,0.0002190858795074,27:04
fig4a,False,1,strong_wolfe,False,5,1.0,3,1.0,1248,0.0013653259957209,22:03
fig16b,False,0,None,True,5,,3,0.01,1085,0.0044005033560097,18:55
fig4a,True,1,strong_wolfe,True,40,,10,1.0,247,0.0002837491920217,32:16
fig4a,True,1,strong_wolfe,False,5,0.5,100,0.01,2001,0.0396650619804859,19:38
fig4a,True,1,strong_wolfe,True,10,,100,0.01,1201,0.0010192458285018,50:03
fig16b,False,0,None,True,20,1.0,100,0.01,426,0.0031171657610684,29:35
fig16b,False,0,strong_wolfe,False,10,1.0,100,1.0,590,0.0004391729598864,20:49
fig4a,True,0,None,True,5,0.5,3,0.01,2001,0.0157302059233188,13:34
fig4a,False,0,strong_wolfe,True,5,1.0,100,1.0,1022,0.0010005768854171,17:34
fig4a,False,0,None,False,5,,10,0.01,2001,0.006174886599183,32:04
fig4a,True,1,None,True,5,1.0,10,1.0,937,0.0014376011677086,16:05
fig4a,False,1,strong_wolfe,True,40,0.5,100,1.0,374,0.0004078797355759,25:33
fig4a,False,0,None,False,20,0.5,10,0.01,1398,0.0023179636336863,48:48
fig16b,False,1,None,False,40,,100,1.0,202,0.0001971562451217,28:06
fig4a,True,0,strong_wolfe,False,40,,10,1.0,262,0.0003112013801001,39:48
fig4a,False,1,strong_wolfe,False,5,1.0,3,0.01,2001,0.0091952849179506,38:30
fig16b,True,0,strong_wolfe,True,5,0.5,100,1.0,2001,0.0034153680317103,12:28
fig4a,False,1,strong_wolfe,False,10,,10,1.0,718,0.0005385224358178,25:51
fig16b,True,0,strong_wolfe,True,5,1.0,10,1.0,1006,0.0009779002284631,17:43
fig16b,False,1,strong_wolfe,False,5,1.0,3,0.01,2001,0.0032533165067434,38:52
fig4a,False,1,strong_wolfe,True,20,0.5,100,1.0,582,0.0006445369217544,20:09
fig16b,True,0,None,False,5,0.5,10,1.0,2001,0.0042809154838323,13:18
fig4a,True,1,None,True,20,0.5,100,0.01,453,0.009211097843945,14:32
fig4a,False,0,None,False,10,,100,1.0,699,0.0005040136747993,22:24
fig4a,False,0,None,True,40,,100,0.01,167,0.0073394398204982,23:17
fig4a,False,1,strong_wolfe,False,20,,100,1.0,390,0.0004610499599948,28:57
fig4a,True,0,None,True,10,1.0,10,0.01,631,0.01303740311414,20:13
fig4a,True,0,None,False,20,1.0,3,0.01,341,0.016953594982624,23:45
fig16b,False,1,None,True,5,1.0,3,0.01,1657,0.0040505290962755,25:05
fig16b,False,0,strong_wolfe,True,40,0.5,3,0.01,756,0.0009572489070706,51:37
fig4a,False,0,None,True,20,0.5,100,1.0,644,0.000645438209176,22:19
fig16b,False,1,None,False,20,0.5,100,0.01,1009,0.0042718700133264,31:59
fig16b,False,1,strong_wolfe,False,5,1.0,3,1.0,1200,0.0007235847297124,19:27
fig4a,True,1,strong_wolfe,True,5,1.0,10,0.01,1820,0.0020534286741167,36:47
fig16b,False,1,strong_wolfe,False,20,0.5,100,0.01,1472,0.0013864113716408,49:50
fig16b,False,0,None,True,20,0.5,10,1.0,470,0.0005188366048969,16:05
fig4a,True,0,strong_wolfe,False,10,0.5,10,0.01,2001,0.0047697988338768,38:55
fig16b,True,1,None,True,40,,3,1.0,237,0.0002287311508553,30:31
fig4a,True,1,strong_wolfe,False,5,1.0,100,1.0,1171,0.0012670534197241,20:46
fig4a,False,0,strong_wolfe,False,10,,100,0.01,1403,0.0011251594405621,58:35
fig16b,True,0,None,False,20,,100,0.01,632,0.0023360766936093,39:42
fig4a,False,1,strong_wolfe,False,5,,10,0.01,2001,0.0055733867920935,43:29
fig4a,False,1,None,False,5,,3,0.01,779,0.0228664074093103,13:48
fig4a,True,0,strong_wolfe,True,40,,100,0.01,458,0.0004958470817655,1:15:50
fig4a,True,0,strong_wolfe,False,10,0.5,3,1.0,1116,0.0011884665582329,19:26
fig16b,True,1,None,False,40,1.0,3,1.0,291,0.0002056763187283,40:19
fig4a,True,0,None,True,40,0.5,100,1.0,412,0.0004152368346694,28:10
fig16b,False,0,None,False,10,,3,0.01,1078,0.0018903985619544,37:50
fig16b,False,1,None,True,5,1.0,100,0.01,1657,0.0040505290962755,26:30
fig4a,False,1,strong_wolfe,True,5,1.0,100,0.01,1928,0.0019101235084235,36:19
fig4a,True,1,None,False,40,1.0,3,0.01,215,0.0119020165875554,30:00
fig16b,False,0,strong_wolfe,False,20,0.5,3,1.0,590,0.0004391729598864,18:48
fig4a,True,1,strong_wolfe,False,40,,100,0.01,550,0.0006925613852217,1:32:05
fig4a,True,0,None,True,20,1.0,10,0.01,348,0.0082924664020538,22:06
fig16b,False,0,strong_wolfe,True,5,,10,0.01,1587,0.00199103099294,31:52
fig16b,True,0,strong_wolfe,True,40,1.0,100,0.01,527,0.0004451757122296,1:04:32
fig16b,False,0,strong_wolfe,True,40,,10,0.01,444,0.0004346724890638,1:08:44
fig16b,True,0,strong_wolfe,True,40,1.0,10,0.01,527,0.0004451757122296,1:11:23
fig4a,False,1,None,True,40,1.0,100,1.0,613,0.0004460212367121,1:17:26
fig16b,False,0,None,False,40,1.0,100,0.01,322,0.0016265125013887,41:31
fig16b,True,1,strong_wolfe,True,20,0.5,3,0.01,1307,0.0011294870637357,46:51
fig16b,False,1,None,True,20,0.5,3,1.0,531,0.0003820703714154,18:17
fig4a,False,0,strong_wolfe,False,5,1.0,100,0.01,2001,0.0099467681720852,39:20
fig4a,False,1,None,False,20,0.5,10,0.01,508,0.0211013481020927,17:29
fig4a,False,0,None,True,10,,10,1.0,588,0.0006317893858067,20:38
fig4a,True,1,None,True,20,1.0,100,1.0,628,0.0003833566734101,43:02
fig16b,False,0,None,False,20,1.0,3,0.01,568,0.001872181543149,39:34
fig4a,False,1,None,True,20,1.0,10,0.01,204,0.0088925901800394,14:00
fig16b,True,1,strong_wolfe,True,40,,3,1.0,243,0.0003349284233991,37:03
fig16b,False,1,strong_wolfe,False,40,,10,0.01,489,0.0003442192100919,1:04:04
fig16b,False,0,strong_wolfe,False,5,1.0,10,1.0,911,0.0010591393802314,14:29
fig4a,True,1,strong_wolfe,False,10,1.0,100,0.01,1634,0.0013935746392235,57:05
fig4a,False,0,strong_wolfe,False,40,0.5,3,1.0,427,0.0004003363428637,29:26
fig16b,False,0,None,False,10,,10,0.01,1078,0.0018903985619544,37:50
fig16b,True,1,strong_wolfe,False,20,1.0,10,0.01,921,0.0006332594202831,1:03:23
fig16b,False,0,None,False,10,1.0,10,0.01,1198,0.001872181543149,41:47
fig4a,False,0,strong_wolfe,True,10,1.0,100,0.01,1155,0.0013406524667516,35:40
fig16b,True,1,None,False,5,1.0,10,0.01,2001,0.0055325520224869,34:16
fig4a,False,0,strong_wolfe,True,20,0.5,100,1.0,604,0.0005790098803117,20:54
fig4a,False,0,strong_wolfe,True,10,,3,0.01,1042,0.0011589534115046,42:45
fig4a,False,1,None,False,40,1.0,100,1.0,268,0.0003181646752636,37:09
fig16b,True,1,strong_wolfe,True,20,1.0,3,0.01,897,0.0006568988319486,1:00:59
fig16b,True,1,strong_wolfe,False,40,0.5,3,0.01,921,0.0006332594202831,1:03:10
fig16b,False,1,None,False,40,0.5,3,0.01,505,0.0042611020617187,32:25
fig16b,False,0,None,True,10,,3,1.0,438,0.0004910556017421,15:27
fig16b,False,1,None,False,5,,10,0.01,1774,0.0042772875167429,30:51
fig16b,True,0,None,True,10,0.5,3,1.0,1175,0.0009395654778927,20:17
fig4a,True,1,strong_wolfe,True,10,1.0,100,0.01,1285,0.0012511090608313,45:32
fig16b,True,0,None,True,20,1.0,10,0.01,571,0.0018067936180159,39:52
fig16b,True,0,None,False,10,,100,1.0,455,0.0006696453783661,16:08
fig16b,False,1,None,True,5,1.0,10,1.0,768,0.000981159042567,13:15
fig4a,True,0,None,True,10,,100,1.0,559,0.0005667068762704,19:44
fig4a,True,0,None,False,5,1.0,10,1.0,1574,0.0028414358384907,26:58
fig4a,True,1,None,True,10,,3,1.0,619,0.0004767541540786,22:07
fig16b,True,0,strong_wolfe,True,10,1.0,100,0.01,1202,0.0011070383479818,42:29
fig16b,False,1,None,True,20,,3,1.0,313,0.0002033190103247,21:51
fig4a,True,0,None,False,40,,10,1.0,298,0.000325352535583,41:41
fig16b,False,1,None,False,40,0.5,3,1.0,347,0.0002482618729118,24:04
fig4a,True,1,None,True,40,,100,0.01,201,0.0051622996106743,25:22
fig4a,False,1,strong_wolfe,False,5,1.0,10,0.01,2001,0.0091952849179506,38:20
fig16b,False,0,strong_wolfe,False,40,0.5,3,1.0,345,0.0002998004492837,24:01
fig16b,True,1,None,False,5,0.5,100,0.01,52,22.561277389526367,00:23
fig4a,True,0,strong_wolfe,False,5,,10,0.01,2001,0.0030556491110473,40:23
fig16b,True,1,None,False,5,1.0,10,1.0,1116,0.0008746791281737,19:17
