filename,coarse_to_fine,seed,search_func,init_reduced,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,loss,synth_duration
fig16b,True,1,None,True,20,0.5,10,0.01,942,0.0022075513843446,33:06
fig4a,True,1,strong_wolfe,True,40,1.0,10,1.0,263,0.0002766315301414,35:39
fig16b,True,0,strong_wolfe,False,20,,10,0.01,757,0.0006219846545718,59:30
fig4a,True,1,strong_wolfe,True,5,0.5,100,1.0,2001,0.0036333615425974,13:11
fig4a,False,0,strong_wolfe,False,10,0.5,3,0.01,2001,0.0099467681720852,38:40
fig4a,False,0,strong_wolfe,True,5,1.0,3,0.01,1711,0.0020862626843154,34:41
fig16b,True,0,strong_wolfe,False,10,1.0,3,1.0,785,0.0004030050185974,27:45
fig4a,False,1,strong_wolfe,True,10,1.0,3,1.0,582,0.0006445369217544,20:17
fig4a,True,1,None,True,5,,10,0.01,756,0.0078338850289583,13:22
fig16b,True,1,strong_wolfe,True,40,0.5,3,0.01,897,0.0006568988319486,1:01:14
fig16b,True,0,None,False,40,1.0,100,1.0,286,0.0001758203288773,39:30
fig16b,False,0,strong_wolfe,True,5,1.0,3,0.01,1715,0.001992181641981,33:51
fig16b,False,1,None,True,20,1.0,3,1.0,323,0.000209774589166,22:14
fig4a,True,1,strong_wolfe,True,40,0.5,3,0.01,1016,0.0007970941951498,1:08:56
fig16b,True,0,None,True,20,0.5,100,0.01,804,0.0076706032268702,27:27
fig16b,False,1,strong_wolfe,False,40,0.5,3,1.0,378,0.0002721080963965,26:01
fig16b,True,1,strong_wolfe,False,40,0.5,10,0.01,921,0.0006332594202831,1:03:44
fig4a,False,0,None,False,5,,3,0.01,2001,0.006174886599183,34:46
fig16b,False,1,None,False,10,,3,0.01,913,0.0042708292603492,29:24
fig4a,True,0,strong_wolfe,True,10,1.0,100,0.01,1302,0.0012777828378602,45:48
fig16b,False,1,None,True,5,1.0,10,0.01,1657,0.0040505290962755,28:38
fig4a,True,0,None,True,5,0.5,10,0.01,2001,0.0157302059233188,13:22
fig4a,True,0,strong_wolfe,False,40,1.0,10,0.01,615,0.0004558177606668,1:22:10
fig16b,True,1,strong_wolfe,True,5,1.0,10,0.01,2001,0.0019253883510828,39:18
fig4a,True,0,strong_wolfe,True,40,0.5,100,0.01,1035,0.0007457310566678,1:12:13
fig4a,True,0,strong_wolfe,False,40,0.5,3,1.0,490,0.0004475120222195,34:27
fig16b,False,1,None,True,10,0.5,10,1.0,768,0.000981159042567,13:10
fig16b,True,0,None,False,10,1.0,100,1.0,740,0.0004887222894467,25:37
fig16b,True,0,strong_wolfe,True,20,0.5,3,0.01,1202,0.0011070383479818,39:00
fig16b,False,1,strong_wolfe,True,20,0.5,10,1.0,598,0.0003746904840227,20:55
fig4a,True,0,None,True,5,,3,0.01,946,0.0059857303276658,16:35
fig16b,False,1,strong_wolfe,True,10,,3,1.0,527,0.0003494917182251,21:13
fig4a,False,1,strong_wolfe,False,5,0.5,100,0.01,2001,0.0370774641633033,21:40
fig4a,False,0,None,False,10,0.5,10,0.01,2001,0.0133737297728657,33:55
fig4a,False,1,strong_wolfe,False,40,,10,0.01,546,0.00050438469043,1:30:09
fig16b,True,0,None,False,5,0.5,100,0.01,2001,0.0267502330243587,13:20
fig16b,False,1,strong_wolfe,True,5,,10,0.01,1343,0.0024616797454655,29:44
fig16b,True,1,strong_wolfe,False,10,1.0,10,0.01,1328,0.0014993782388046,47:38
fig4a,True,0,strong_wolfe,False,40,0.5,100,0.01,866,0.0010214494541287,59:24
fig16b,False,1,None,True,40,0.5,3,1.0,323,0.000209774589166,22:24
fig4a,False,0,strong_wolfe,True,20,,10,1.0,332,0.0003586952516343,26:23
fig4a,False,0,None,False,5,1.0,100,0.01,2001,0.0133737297728657,34:18
fig4a,True,0,strong_wolfe,False,20,,100,1.0,124,0.0290869809687137,07:51
fig16b,False,0,strong_wolfe,False,20,,10,1.0,319,0.000280645879684,24:45
fig4a,False,1,strong_wolfe,False,10,0.5,100,0.01,2001,0.0091952849179506,38:52
fig4a,False,1,strong_wolfe,False,20,0.5,10,0.01,1656,0.0015780904795974,58:08
fig16b,True,0,strong_wolfe,True,5,1.0,10,0.01,1830,0.0015937227290123,36:30
fig16b,True,0,strong_wolfe,False,40,0.5,10,0.01,992,0.000614300428424,1:07:40
fig4a,True,0,None,False,20,,10,0.01,391,0.0114080486819148,27:27
fig4a,False,1,strong_wolfe,False,10,0.5,10,0.01,2001,0.0091952849179506,38:24
fig16b,True,0,strong_wolfe,True,20,,100,1.0,361,0.0003718400839716,28:38
fig16b,False,1,strong_wolfe,True,5,0.5,10,1.0,1638,0.0028377601411193,11:20
fig4a,True,0,strong_wolfe,False,5,0.5,3,0.01,2001,0.0382929742336273,21:54
fig4a,False,0,strong_wolfe,True,5,,10,1.0,896,0.0008424911065958,18:57
fig4a,True,0,strong_wolfe,False,10,,10,1.0,667,0.0005039870738983,26:57
fig4a,True,0,strong_wolfe,True,20,1.0,3,1.0,291,0.0014917800435796,18:20
fig4a,False,0,None,False,5,1.0,10,0.01,2001,0.0133737297728657,34:18
fig16b,True,0,None,True,20,,3,0.01,627,0.0010679672705009,39:55
fig4a,False,0,strong_wolfe,True,20,0.5,10,0.01,1155,0.0013406524667516,37:39
fig16b,True,1,strong_wolfe,False,10,,10,1.0,694,0.000372088572476,27:54
fig16b,False,0,strong_wolfe,True,5,0.5,3,0.01,2001,0.0047483318485319,22:42
fig16b,True,0,None,False,20,0.5,10,1.0,740,0.0004887222894467,25:47
fig4a,True,1,None,False,5,1.0,10,0.01,52,11.857049942016602,00:37
fig4a,True,0,strong_wolfe,True,20,,10,1.0,338,0.0003580971970222,24:06
fig16b,False,1,None,False,10,1.0,100,0.01,1009,0.0042718700133264,34:50
fig16b,False,1,None,False,20,1.0,10,0.01,505,0.0042611020617187,35:18
fig16b,False,0,strong_wolfe,True,40,1.0,10,0.01,531,0.0004603220440912,1:10:11
fig16b,True,1,None,True,5,,10,1.0,952,0.0008466899162158,17:12
fig16b,False,1,None,False,5,1.0,10,1.0,1051,0.0008314757142215,16:57
fig4a,True,1,strong_wolfe,False,40,0.5,10,1.0,426,0.0004116639320272,29:29
fig16b,False,0,None,True,5,,10,1.0,655,0.0007772631361149,11:24
fig4a,False,0,None,False,20,0.5,3,0.01,1398,0.0023179636336863,48:18
fig4a,False,1,strong_wolfe,True,40,0.5,10,0.01,811,0.0007443661452271,55:40
fig16b,False,1,strong_wolfe,True,5,1.0,3,0.01,1467,0.0024652031715959,28:55
fig16b,True,1,None,True,5,,100,0.01,1448,0.0025257947854697,25:43
fig4a,False,1,None,True,20,,10,1.0,609,0.0013475178275257,39:03
fig4a,True,0,strong_wolfe,True,10,1.0,10,0.01,1302,0.0012777828378602,45:50
fig4a,False,0,strong_wolfe,False,20,,3,1.0,384,0.0003880383155774,27:21
fig16b,False,1,None,True,20,0.5,10,1.0,531,0.0003820703714154,18:28
fig16b,False,1,None,True,5,,10,0.01,1336,0.0040501104667782,23:35
fig4a,True,0,None,True,20,,100,1.0,431,0.0004282838781364,29:39
fig16b,True,0,None,True,40,,3,1.0,243,0.0003906048950739,34:06
fig4a,False,0,strong_wolfe,True,20,,10,0.01,684,0.0005991489742882,57:05
fig16b,True,0,None,False,5,,10,0.01,1556,0.0047340299934148,25:12
fig16b,False,0,None,False,5,1.0,3,1.0,1151,0.0007761272136121,19:35
fig16b,False,0,strong_wolfe,True,10,0.5,10,1.0,828,0.0011302446946501,14:29
fig4a,False,1,strong_wolfe,True,10,0.5,100,0.01,1928,0.0019101235084235,34:44
fig4a,False,1,None,True,40,0.5,10,0.01,204,0.0088925901800394,14:20
fig16b,False,0,strong_wolfe,True,10,0.5,100,0.01,1715,0.001992181641981,34:32
fig16b,True,1,None,True,20,,3,0.01,507,0.0023199156858026,32:34
fig16b,False,1,None,True,20,1.0,100,1.0,323,0.000209774589166,20:51
fig4a,True,1,None,False,10,,3,0.01,690,0.0135766603052616,24:32
fig4a,False,1,None,True,20,,100,0.01,197,0.0088903727009892,13:51
fig4a,False,0,strong_wolfe,False,20,,10,0.01,894,0.0006013620877638,1:14:18
fig16b,True,1,strong_wolfe,False,40,1.0,100,1.0,266,0.0003026884514838,37:09
fig16b,False,0,strong_wolfe,False,40,1.0,10,1.0,214,0.0002110691857524,27:25
fig4a,True,0,None,False,5,1.0,10,0.01,1740,0.0109154554083943,29:48
fig4a,True,0,None,False,5,,3,1.0,948,0.0010495827300474,16:55
fig16b,False,0,None,True,5,0.5,3,1.0,1470,0.0033808997832238,10:04
fig4a,True,0,None,True,5,0.5,10,1.0,2001,0.0035072511527687,13:32
fig4a,True,0,strong_wolfe,True,20,0.5,10,1.0,629,0.0005852638860233,22:05
fig16b,True,1,strong_wolfe,False,5,0.5,3,0.01,2001,0.0232525411993265,21:44
fig16b,False,1,strong_wolfe,False,40,0.5,10,0.01,995,0.0005807190318591,53:35
fig16b,False,1,strong_wolfe,False,20,,100,0.01,834,0.0005066634039394,1:02:29
fig16b,True,0,None,True,5,,3,0.01,873,0.0060037905350327,15:18
fig16b,False,1,None,False,5,0.5,3,1.0,1953,0.0044474150054156,12:02
fig4a,True,1,None,True,40,1.0,3,1.0,240,0.0002798151981551,33:02
fig16b,False,0,strong_wolfe,False,10,1.0,3,0.01,1369,0.0011090447660535,48:26
fig16b,True,1,None,False,20,0.5,10,0.01,931,0.0048457290977239,31:48
fig4a,False,1,None,True,40,0.5,100,0.01,204,0.0088925901800394,14:12
fig16b,False,1,None,False,20,,3,0.01,483,0.0042599984444677,33:48
fig4a,False,0,None,False,5,1.0,100,1.0,1205,0.0011445377022027,20:47
fig16b,False,0,strong_wolfe,True,40,1.0,100,1.0,192,0.0003623091324698,26:39
fig16b,False,0,None,False,10,,100,1.0,582,0.0004552905156742,20:22
fig4a,False,1,strong_wolfe,True,40,1.0,10,1.0,228,0.000322272273479,31:57
fig4a,True,0,strong_wolfe,True,10,0.5,3,0.01,2001,0.0024621074553579,40:16
fig16b,True,0,strong_wolfe,False,5,,10,1.0,1125,0.0007504981476813,23:45
fig4a,True,0,strong_wolfe,False,20,0.5,10,1.0,956,0.0021436584647744,33:04
fig16b,True,1,strong_wolfe,False,40,0.5,10,1.0,432,0.0003887203638441,29:51
fig16b,True,0,None,False,20,0.5,10,0.01,937,0.0046445769257843,32:32
fig16b,False,0,None,False,40,0.5,3,1.0,360,0.0003463881148491,25:01
fig16b,False,0,strong_wolfe,False,20,0.5,3,0.01,1369,0.0011090447660535,48:17
fig16b,True,1,None,True,10,1.0,100,1.0,658,0.0006318690138868,22:55
fig4a,True,0,None,True,40,1.0,100,1.0,283,0.0003235285694245,38:21
fig4a,False,1,strong_wolfe,False,20,1.0,100,1.0,440,0.0004769249644596,30:33
fig16b,True,1,None,True,10,0.5,100,1.0,980,0.0007748766220174,16:41
fig4a,True,0,strong_wolfe,False,40,0.5,100,1.0,490,0.0004475120222195,34:06
fig16b,True,1,None,True,20,1.0,3,1.0,368,0.000415116752265,25:49
fig4a,True,0,strong_wolfe,True,20,,3,0.01,718,0.0006475509144365,54:53
fig16b,False,1,strong_wolfe,True,5,0.5,100,0.01,2001,0.0039436011575162,23:08
fig16b,True,0,None,True,10,1.0,3,0.01,804,0.0076706032268702,27:19
fig16b,False,0,None,True,40,1.0,10,0.01,234,0.0031096078455448,29:55
fig16b,False,1,None,False,20,1.0,3,0.01,505,0.0042611020617187,35:22
fig4a,True,1,strong_wolfe,True,20,1.0,10,1.0,403,0.0003924856137018,27:52
fig4a,False,0,strong_wolfe,False,10,,3,1.0,684,0.0004862153436988,27:19
fig4a,True,0,strong_wolfe,True,20,0.5,100,0.01,1302,0.0012777828378602,45:48
fig4a,False,1,strong_wolfe,False,40,,100,0.01,546,0.00050438469043,1:30:36
fig4a,True,1,strong_wolfe,False,5,,3,0.01,2001,0.0056581082753837,43:43
fig16b,True,0,None,True,10,0.5,10,0.01,1605,0.0029679310973733,27:50
fig16b,True,1,strong_wolfe,False,20,0.5,100,0.01,1328,0.0014993782388046,46:52
fig16b,False,0,strong_wolfe,True,5,1.0,10,1.0,828,0.0011302446946501,14:15
fig4a,False,1,strong_wolfe,False,10,,100,0.01,1475,0.0013968617422506,1:00:03
fig4a,True,1,strong_wolfe,False,10,1.0,100,1.0,764,0.0006028153584338,27:00
fig16b,False,0,strong_wolfe,False,40,1.0,10,0.01,510,0.0004147541185375,1:08:22
fig16b,True,1,None,True,5,1.0,10,0.01,1383,0.0037287401501089,23:31
fig4a,True,1,strong_wolfe,True,20,0.5,100,0.01,1285,0.0012511090608313,45:32
fig16b,True,1,strong_wolfe,True,40,,100,1.0,243,0.0003349284233991,38:02
fig16b,False,0,strong_wolfe,True,5,0.5,100,0.01,2001,0.0047483318485319,22:40
fig16b,False,0,None,False,5,0.5,100,0.01,2001,0.0467510484158992,13:21
fig4a,True,1,None,True,5,0.5,100,1.0,1671,0.0056375679560005,10:06
fig16b,True,1,None,True,5,1.0,3,1.0,980,0.0007748766220174,16:47
fig16b,True,1,strong_wolfe,True,10,,100,1.0,642,0.0004621332045644,23:41
fig16b,False,0,None,False,20,,100,0.01,539,0.0019643825944513,36:58
fig16b,True,1,None,False,5,,3,0.01,2001,0.002247825730592,35:37
fig16b,False,0,None,True,20,0.5,3,1.0,470,0.0005188366048969,16:22
fig16b,False,1,strong_wolfe,False,20,,10,0.01,834,0.0005066634039394,1:06:24
fig16b,True,1,strong_wolfe,True,20,0.5,10,1.0,666,0.0005089561454951,23:41
fig4a,False,0,strong_wolfe,False,20,0.5,3,1.0,767,0.0005319131887517,24:26
fig4a,True,1,strong_wolfe,True,40,1.0,100,0.01,466,0.0006264676922,59:18
fig4a,True,1,None,True,20,1.0,3,0.01,346,0.0123740630224347,24:03
fig16b,True,1,strong_wolfe,True,40,1.0,10,0.01,516,0.0004091791051905,1:04:03
fig4a,True,0,strong_wolfe,False,20,,10,0.01,868,0.000571493350435,1:13:52
fig4a,False,0,None,True,10,0.5,100,1.0,1126,0.001033553504385,17:49
fig4a,True,0,strong_wolfe,False,5,1.0,3,0.01,2001,0.0047697988338768,38:53
fig16b,False,1,strong_wolfe,False,5,,10,0.01,2001,0.0022647199220955,40:31
fig4a,False,0,strong_wolfe,True,5,,3,1.0,896,0.0008424911065958,18:37
fig16b,True,1,None,False,10,1.0,100,0.01,931,0.0048457290977239,29:53
fig16b,False,0,None,False,10,0.5,100,0.01,2001,0.0047487756237387,34:12
fig16b,False,1,strong_wolfe,True,40,,3,0.01,466,0.0002897848025895,1:14:36
fig4a,False,0,None,False,5,0.5,10,0.01,2001,0.0535038560628891,13:00
fig16b,False,1,strong_wolfe,False,10,1.0,10,1.0,652,0.0004225437587592,23:04
fig16b,True,0,strong_wolfe,False,5,0.5,100,0.01,2001,0.0245103687047958,21:45
fig4a,True,0,None,True,5,0.5,100,1.0,2001,0.0035072511527687,13:43
fig4a,False,1,strong_wolfe,True,5,0.5,3,0.01,2001,0.0071516702882945,21:18
fig16b,False,1,strong_wolfe,False,5,,100,1.0,1020,0.0006092882249504,21:10
fig4a,True,1,None,True,20,0.5,3,0.01,453,0.009211097843945,15:56
fig16b,True,0,None,True,40,,100,1.0,243,0.0003906048950739,33:16
fig4a,False,1,None,False,5,,100,0.01,779,0.0228664074093103,13:36
fig16b,False,1,strong_wolfe,False,5,0.5,100,0.01,2001,0.0246903430670499,21:39
fig4a,True,1,strong_wolfe,False,10,0.5,10,1.0,1171,0.0012670534197241,20:25
fig16b,True,1,strong_wolfe,True,20,,10,1.0,382,0.0003752552147489,30:01
fig16b,False,1,None,False,40,1.0,100,0.01,356,0.0024953379761427,48:40
fig4a,True,0,strong_wolfe,True,10,0.5,3,1.0,1021,0.0007966022239997,18:08
fig4a,True,1,None,True,20,1.0,10,0.01,346,0.0123740630224347,24:08
fig16b,False,0,strong_wolfe,True,10,1.0,10,0.01,1019,0.0016789648216217,36:20
fig16b,True,0,strong_wolfe,True,5,,3,1.0,992,0.0005180474836379,20:55
fig16b,True,1,None,False,20,1.0,10,0.01,496,0.0043731871992349,34:48
fig4a,True,0,None,True,10,1.0,10,1.0,776,0.0006213506567291,24:28
fig4a,False,0,None,True,40,0.5,100,0.01,294,0.0073424209840595,20:27
fig4a,False,1,None,False,5,0.5,100,1.0,2001,0.0141285853460431,12:26
fig16b,False,0,strong_wolfe,True,20,,3,0.01,778,0.0005529309855774,1:06:01
fig4a,True,1,None,True,10,,10,1.0,619,0.0004767541540786,21:41
fig16b,False,0,None,True,10,1.0,3,1.0,470,0.0005188366048969,14:37
fig16b,True,1,None,True,5,1.0,100,0.01,1383,0.0037287401501089,24:09
fig4a,True,1,strong_wolfe,False,40,,10,1.0,294,0.0003003165475092,45:48
fig16b,True,1,strong_wolfe,False,5,,100,0.01,2001,0.002767393598333,43:26
fig16b,False,1,None,True,10,0.5,3,1.0,768,0.000981159042567,13:18
fig16b,True,1,None,False,10,0.5,3,1.0,1116,0.0008746791281737,19:08
fig4a,True,0,strong_wolfe,True,5,0.5,3,0.01,2001,0.0261508040130138,22:22
fig16b,False,0,strong_wolfe,True,40,1.0,3,1.0,192,0.0003623091324698,27:03
fig4a,False,0,None,True,10,1.0,100,1.0,644,0.000645438209176,22:17
fig4a,False,1,None,True,10,,100,1.0,977,0.0016512564616277,33:51
fig4a,False,1,None,True,5,0.5,3,0.01,2001,0.0150689939036965,13:26
fig16b,True,0,None,True,20,0.5,10,1.0,707,0.0004945623222738,22:35
fig4a,False,0,None,True,40,1.0,3,1.0,252,0.0003065314667765,32:12
fig4a,False,0,None,True,10,,100,1.0,588,0.0006317893858067,20:55
fig16b,False,0,None,False,10,,10,1.0,582,0.0004552905156742,20:38
fig16b,False,0,strong_wolfe,True,20,1.0,10,0.01,756,0.0009572489070706,51:20
fig4a,True,1,strong_wolfe,True,40,,100,1.0,247,0.0002837491920217,36:00
fig4a,True,1,None,True,5,1.0,100,0.01,294,0.0376236774027347,05:18
fig16b,True,1,strong_wolfe,False,20,1.0,100,0.01,921,0.0006332594202831,1:03:01
fig16b,True,0,None,True,5,0.5,3,0.01,2001,0.0150616941973567,13:33
fig16b,False,1,None,False,5,0.5,3,0.01,1533,0.0750255957245826,10:07
fig4a,True,1,strong_wolfe,True,10,1.0,10,1.0,650,0.0005369415739551,19:53
fig16b,False,0,None,False,10,0.5,10,0.01,2001,0.0047487756237387,34:19
fig4a,False,1,None,False,5,0.5,100,0.01,1561,0.0672113075852394,10:39
fig4a,True,1,None,False,40,0.5,10,0.01,437,0.0101120267063379,30:25
fig4a,False,0,strong_wolfe,False,40,0.5,10,0.01,898,0.0009698116336949,1:01:31
fig16b,True,1,None,False,5,1.0,100,1.0,1116,0.0008746791281737,19:06
fig4a,True,0,strong_wolfe,False,10,0.5,100,1.0,1116,0.0011884665582329,19:43
fig16b,False,1,None,True,5,0.5,10,1.0,2001,0.0021997664589434,13:29
fig4a,True,0,strong_wolfe,True,40,1.0,10,1.0,361,0.000283077446511,46:47
fig4a,False,0,strong_wolfe,False,20,,3,0.01,894,0.0006013620877638,1:15:41
fig16b,False,0,strong_wolfe,True,10,,10,0.01,989,0.0013796520652249,41:00
fig16b,True,0,strong_wolfe,True,5,,100,1.0,992,0.0005180474836379,20:53
fig4a,False,1,None,True,5,1.0,100,1.0,1795,0.002524736104533,30:49
fig4a,False,0,strong_wolfe,False,5,,10,1.0,1065,0.0009784455178305,22:21
fig16b,True,0,None,True,40,1.0,100,1.0,240,0.0003014001995325,33:30
fig16b,False,0,None,False,40,1.0,3,0.01,322,0.0016265125013887,37:36
fig4a,True,0,None,True,5,,100,1.0,902,0.0012099852319806,15:42
fig16b,True,0,strong_wolfe,False,5,,100,0.01,2001,0.001718288520351,43:08
fig4a,True,0,strong_wolfe,True,10,,10,0.01,1270,0.0007907599210739,53:00
fig16b,False,0,None,False,5,0.5,100,1.0,2001,0.0065357843413949,13:30
fig4a,True,0,None,False,5,,10,1.0,948,0.0010495827300474,15:15
fig4a,True,0,None,False,10,0.5,10,0.01,1740,0.0109154554083943,27:37
fig4a,True,0,strong_wolfe,True,10,,10,1.0,539,0.0006743341800756,21:40
fig4a,True,1,strong_wolfe,True,20,1.0,3,0.01,1016,0.0007970941951498,1:02:49
fig16b,True,1,None,True,40,,100,1.0,237,0.0002287311508553,28:54
fig16b,False,0,strong_wolfe,False,40,1.0,3,0.01,510,0.0004147541185375,1:08:22
fig4a,False,0,strong_wolfe,True,40,1.0,10,1.0,221,0.0003013706009369,30:48
fig4a,True,1,None,True,20,,100,1.0,478,0.0003723459085449,33:32
fig4a,True,0,None,False,10,,10,1.0,758,0.0006758864037692,24:14
fig16b,False,0,None,True,20,1.0,10,1.0,298,0.0003361584676895,20:51
fig4a,True,0,strong_wolfe,False,10,,3,0.01,1308,0.001516870339401,54:53
fig4a,False,1,None,True,5,1.0,10,0.01,775,0.008922804147005,13:14
fig16b,False,1,strong_wolfe,True,40,,10,0.01,466,0.0002897848025895,1:12:57
fig16b,False,1,None,False,20,1.0,100,0.01,505,0.0042611020617187,34:56
fig16b,True,0,strong_wolfe,False,5,0.5,10,0.01,2001,0.0245103687047958,21:55
fig16b,False,1,strong_wolfe,False,10,0.5,3,0.01,2001,0.0032533165067434,39:17
fig4a,False,0,None,False,40,0.5,3,0.01,689,0.0023141345009207,43:40
fig4a,True,0,strong_wolfe,False,5,1.0,10,0.01,2001,0.0047697988338768,35:58
fig16b,False,0,strong_wolfe,True,40,0.5,10,1.0,317,0.0004242165887262,21:46
fig16b,False,1,None,True,20,,10,1.0,313,0.0002033190103247,21:28
fig16b,True,0,strong_wolfe,True,20,1.0,3,1.0,442,0.0004405777144711,31:01
fig16b,True,0,strong_wolfe,False,5,1.0,10,1.0,1210,0.0009424024028703,21:06
fig4a,True,0,None,True,40,0.5,3,0.01,348,0.0082924664020538,21:30
fig16b,True,1,strong_wolfe,True,5,1.0,100,0.01,2001,0.0019253883510828,39:25
fig4a,False,0,strong_wolfe,False,20,,100,1.0,384,0.0003880383155774,26:45
fig4a,False,1,None,False,10,,3,0.01,387,0.0243429318070411,13:29
fig16b,False,0,None,True,10,,10,0.01,647,0.0036849963944405,22:47
fig4a,True,0,strong_wolfe,False,5,,100,1.0,1037,0.0009906911291182,19:59
fig4a,True,1,None,False,20,,10,0.01,401,0.0099945664405822,27:53
fig4a,False,0,None,True,5,0.5,10,0.01,482,0.1250434815883636,03:12
fig4a,False,0,strong_wolfe,False,20,,10,1.0,384,0.0003880383155774,26:55
fig16b,True,0,strong_wolfe,True,40,1.0,3,0.01,527,0.0004451757122296,1:10:29
fig4a,True,1,None,False,5,,3,1.0,1002,0.0010264231823384,16:20
fig16b,True,0,strong_wolfe,True,40,,3,1.0,253,0.0003758371749427,38:43
fig4a,True,0,None,True,40,0.5,3,1.0,412,0.0004152368346694,25:57
fig16b,True,1,None,False,40,1.0,10,1.0,291,0.0002056763187283,35:45
fig4a,False,0,None,True,10,1.0,10,1.0,644,0.000645438209176,22:00
fig16b,True,1,None,True,5,,10,0.01,1448,0.0025257947854697,25:29
fig4a,False,0,strong_wolfe,True,20,,100,1.0,332,0.0003586952516343,26:18
fig16b,True,0,strong_wolfe,False,10,1.0,3,0.01,1431,0.0014208228094503,50:29
fig16b,False,1,None,False,20,0.5,100,1.0,603,0.0003797849349211,20:50
fig16b,False,1,strong_wolfe,False,40,,100,1.0,205,0.0002135461836587,27:34
fig4a,False,0,None,True,5,0.5,3,0.01,482,0.1250434815883636,03:22
fig4a,False,1,strong_wolfe,False,40,1.0,100,1.0,283,0.0003273668990004,39:02
fig4a,False,1,strong_wolfe,True,5,0.5,100,0.01,2001,0.0071516702882945,21:14
fig4a,True,0,None,False,40,,10,0.01,404,0.0093230148777365,55:43
fig16b,False,0,None,False,20,1.0,10,0.01,568,0.001872181543149,39:40
fig4a,True,1,strong_wolfe,True,10,,3,1.0,551,0.0006615574820898,22:11
fig16b,False,1,None,False,5,,3,0.01,1774,0.0042772875167429,31:14
fig4a,True,0,strong_wolfe,True,10,0.5,100,1.0,1021,0.0007966022239997,18:06
fig4a,False,0,strong_wolfe,True,40,0.5,10,0.01,797,0.0006895798142068,54:16
fig16b,True,1,None,False,10,1.0,3,0.01,931,0.0048457290977239,32:25
fig16b,False,0,None,True,40,,10,1.0,182,0.0002701403864193,24:42
fig4a,True,0,strong_wolfe,True,10,1.0,10,1.0,629,0.0005852638860233,21:59
fig16b,False,0,strong_wolfe,True,5,1.0,100,0.01,1715,0.001992181641981,34:35
fig16b,True,1,strong_wolfe,False,40,1.0,100,0.01,581,0.0005017755320295,1:18:07
fig16b,False,1,strong_wolfe,False,20,,3,0.01,834,0.0005066634039394,1:01:10
fig16b,False,0,strong_wolfe,False,40,0.5,10,0.01,858,0.0006029198993928,57:41
fig16b,True,0,None,False,5,,3,1.0,1240,0.0005901985568925,21:27
fig4a,True,0,None,True,10,1.0,100,0.01,631,0.01303740311414,19:34
fig4a,False,1,None,False,20,1.0,3,1.0,424,0.0004469058476388,29:41
fig4a,False,1,None,True,20,1.0,3,1.0,650,0.0013285278109833,45:30
fig4a,False,1,strong_wolfe,True,5,,10,1.0,914,0.0007951055886223,18:48
fig16b,True,1,None,False,20,0.5,100,0.01,931,0.0048457290977239,32:44
fig16b,False,0,None,True,10,0.5,10,0.01,1343,0.0044014193117618,23:00
fig16b,False,0,None,False,10,1.0,3,0.01,1198,0.001872181543149,40:40
fig4a,True,0,strong_wolfe,False,10,1.0,100,1.0,956,0.0021436584647744,33:30
fig4a,False,0,None,False,40,1.0,100,1.0,257,0.0002930270857177,35:31
fig16b,False,0,None,False,20,,10,0.01,539,0.0019643825944513,34:46
fig4a,False,1,None,True,40,1.0,3,0.01,227,0.0049638859927654,31:20
fig16b,True,1,None,False,5,1.0,3,0.01,2001,0.0055325520224869,34:13
fig16b,False,0,strong_wolfe,False,10,,100,0.01,1163,0.001063120434992,49:05
fig16b,True,0,strong_wolfe,False,10,1.0,10,1.0,785,0.0004030050185974,27:20
fig16b,True,1,None,False,10,0.5,100,1.0,1116,0.0008746791281737,17:49
fig4a,True,0,None,True,20,,10,1.0,431,0.0004282838781364,29:40
fig16b,True,0,strong_wolfe,True,40,,3,0.01,496,0.0004580552049446,1:21:29
fig16b,True,1,None,True,40,1.0,10,0.01,296,0.0051724934019148,41:25
fig16b,False,0,strong_wolfe,False,10,0.5,3,1.0,911,0.0010591393802314,15:53
fig4a,True,0,None,True,20,,10,0.01,299,0.0103359362110495,20:44
fig16b,False,1,None,False,5,,100,1.0,926,0.0006227629492059,16:11
fig16b,False,0,None,True,10,0.5,100,1.0,777,0.000840698601678,13:28
fig4a,True,0,strong_wolfe,False,5,,3,0.01,2001,0.0030556491110473,43:55
fig4a,False,0,strong_wolfe,True,20,1.0,100,1.0,369,0.0003733074408955,25:44
fig16b,True,1,None,True,40,0.5,100,0.01,503,0.0030796080827713,34:55
fig16b,True,1,None,False,20,0.5,3,0.01,931,0.0048457290977239,32:15
fig16b,True,1,strong_wolfe,False,20,0.5,3,1.0,774,0.0005100793787278,24:16
fig16b,True,0,None,True,40,0.5,10,1.0,366,0.0002876669750548,25:32
fig4a,False,0,None,True,40,1.0,10,0.01,170,0.0073395567014813,23:47
fig4a,False,0,None,False,40,1.0,10,0.01,363,0.0023099216632544,50:17
fig16b,True,0,None,False,5,0.5,10,0.01,2001,0.0267502330243587,13:32
fig16b,False,0,strong_wolfe,True,20,1.0,3,1.0,317,0.0004242165887262,19:39
fig4a,True,1,None,True,20,1.0,3,1.0,628,0.0003833566734101,39:51
fig16b,True,0,strong_wolfe,False,20,,10,1.0,404,0.0002611151430755,32:03
fig16b,True,1,None,False,5,1.0,100,0.01,2001,0.0055325520224869,34:24
