index,filename,seed,loss,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,synth_loss,synth_duration
0,fig16b,1,84.3154,10,,300,3.0,370,0.0003661608789116,637.6691765785217
0,fig4a,0,74.2318,40,40.0,100,0.3,261,0.0001990641321754,1285.9787194728851
0,fig16b,0,84.1336,20,,300,1.0,227,0.0002289166150148,739.3264646530151
0,fig4a,1,72.6009,40,40.0,100,3.0,277,0.0002537753607612,1343.6883838176727
0,fig16b,0,83.6868,40,,100,3.0,196,0.0001674470840953,1179.3615489006042
0,fig16b,0,84.4645,5,5.0,10,0.3,702,0.0010780977318063,419.6275417804718
0,fig4a,0,75.5659,20,,300,3.0,429,0.0004078149504493,1479.9982402324677
0,fig4a,1,72.4673,20,10.0,100,3.0,620,0.0006968973902985,820.3672161102295
0,fig4a,0,75.0056,10,,300,1.0,518,0.0004062725638505,856.492805480957
0,fig4a,0,75.0659,10,,100,1.0,516,0.0004971980815753,744.8769714832306
0,fig4a,0,74.5105,40,40.0,3,0.3,445,0.0013111997395753,2122.0593366622925
0,fig4a,0,74.3184,5,5.0,300,0.3,1006,0.0009688202408142,703.3389964103699
0,fig4a,1,72.6777,40,,10,1.0,243,0.0004807550576515,1356.380520105362
0,fig4a,1,72.1443,10,5.0,10,3.0,915,0.0018798527307808,579.2360773086548
0,fig16b,0,84.143,20,20.0,100,1.0,259,0.0002934514195658,641.4682133197784
0,fig4a,0,74.5312,20,20.0,3,0.3,765,0.0015054444083943,1821.8247830867767
0,fig4a,1,71.6087,5,2.0,3,3.0,1444,0.0070225312374532,422.9333472251892
0,fig4a,1,72.7477,5,5.0,10,0.3,961,0.0025978486519306,562.3155148029327
0,fig16b,1,84.5922,5,5.0,300,1.0,573,0.0006353424396365,407.5988914966583
0,fig4a,0,75.1282,5,5.0,3,1.0,1332,0.0048426347784698,829.1385014057159
0,fig16b,0,84.2258,40,,10,1.0,199,0.0002713928988669,1066.242180109024
0,fig16b,1,84.6059,5,,300,1.0,502,0.0005515817319974,426.9636483192444
0,fig16b,0,83.7143,20,,300,3.0,254,0.0002705399529077,849.2755830287933
0,fig16b,1,84.3112,10,10.0,300,3.0,423,0.000396340561565,579.5185570716858
0,fig16b,0,84.1219,40,40.0,300,1.0,182,0.0001187384041259,1024.911915063858
0,fig4a,0,74.231,40,,100,0.3,256,0.0001950537553057,1291.1638133525848
0,fig4a,0,74.2466,20,,100,0.3,387,0.0003309895691927,1021.0410432815552
0,fig4a,1,73.5267,40,20.0,3,0.3,529,0.0019029194954782,1236.2353575229645
0,fig16b,0,84.0386,20,10.0,3,1.0,356,0.0011460143141448,419.2048466205597
0,fig4a,1,72.5021,5,5.0,3,1.0,1034,0.004745177924633,621.8884406089783
0,fig16b,0,83.8672,5,,30,3.0,598,0.0009862781735137,481.78525710105896
0,fig16b,1,84.5374,5,5.0,10,1.0,580,0.0009848033078014,346.3994872570038
0,fig16b,1,84.5012,20,20.0,3,1.0,269,0.0007612598710693,639.378898859024
0,fig4a,1,72.3869,20,10.0,30,3.0,649,0.0008250434766523,853.0222866535187
0,fig4a,1,72.7477,10,5.0,10,0.3,961,0.0025978486519306,568.3123972415924
0,fig16b,0,84.1036,5,5.0,300,1.0,554,0.0007319645374082,390.32689213752747
0,fig16b,0,84.4383,40,,100,0.3,192,0.0001682437432464,967.2102355957032
0,fig4a,1,72.777,5,,300,0.3,815,0.0009073214023374,695.327446937561
0,fig16b,1,84.355,10,,3,3.0,331,0.0010168544249609,484.4933214187622
0,fig16b,0,84.1591,20,,30,1.0,267,0.0003246232809033,700.2771701812744
0,fig16b,0,84.4321,40,20.0,30,0.3,310,0.000335800810717,725.305572271347
0,fig4a,1,72.6782,40,40.0,10,1.0,263,0.0004882068024016,1275.3519914150238
0,fig16b,0,84.4399,20,10.0,30,0.3,504,0.0005091745988465,600.3539400100708
0,fig16b,1,84.5242,5,,30,1.0,480,0.0008715238654986,342.5995213985443
0,fig16b,0,84.4939,5,2.0,100,0.3,1360,0.0021745145786553,332.6392710208893
0,fig4a,1,73.6286,40,,3,0.3,364,0.0012327705044299,1817.9744081497192
0,fig4a,0,75.1562,5,2.0,10,1.0,2001,0.0049164122901856,522.1145367622375
0,fig4a,1,72.1934,5,,10,3.0,882,0.0015134704299271,645.9048719406128
0,fig4a,1,72.5105,40,,30,0.3,286,0.0003614846209529,1391.395889043808
0,fig16b,0,84.1623,40,40.0,30,1.0,193,0.0002267209492856,923.396166563034
0,fig4a,0,75.1869,20,,3,1.0,572,0.0021413040813058,1578.2209436893463
0,fig16b,0,84.0852,10,5.0,100,1.0,549,0.0008496567024849,336.35789346694946
0,fig4a,1,72.6639,40,20.0,300,3.0,411,0.0003502882027532,1108.4175219535828
0,fig4a,1,73.2479,10,,30,1.0,475,0.0006490373052656,652.8127574920654
0,fig4a,0,74.4855,5,2.0,10,0.3,2001,0.0080384258180856,506.12884521484375
0,fig4a,0,74.0942,40,40.0,300,0.3,245,0.0001486737019149,1416.7390894889832
0,fig4a,1,73.1548,10,5.0,100,1.0,813,0.0009065251215361,511.6124370098114
0,fig4a,0,75.4962,5,,300,3.0,1133,0.0011028205044567,968.479998588562
0,fig4a,1,73.4054,10,5.0,3,0.3,1042,0.0038162744604051,663.1528446674347
0,fig4a,1,72.8543,40,20.0,10,0.3,396,0.0011871044989675,1008.1304881572725
0,fig4a,1,72.8076,10,10.0,10,0.3,627,0.0015189956175163,739.5398020744324
0,fig16b,1,84.2684,5,2.0,300,3.0,1143,0.0012980354949831,402.1332128047943
0,fig4a,0,75.0436,40,,300,1.0,205,0.0001569019805174,1333.9372236728668
0,fig16b,1,84.5598,10,5.0,100,1.0,510,0.0008526206365786,316.7014183998108
0,fig16b,0,84.4399,10,10.0,30,0.3,504,0.0005091745988465,603.7411649227142
0,fig16b,0,83.7315,40,20.0,300,3.0,294,0.0003056095447391,795.2636842727661
0,fig4a,1,72.5022,40,40.0,3,1.0,354,0.0012019792338833,1741.6868331432345
0,fig4a,1,71.6996,5,5.0,3,3.0,925,0.003513996489346,583.7722833156586
0,fig4a,1,72.5103,40,40.0,30,0.3,292,0.00036855135113,1466.7801160812378
0,fig4a,1,72.2584,10,,10,3.0,525,0.0011383655946701,758.2580230236053
0,fig4a,0,75.543,20,20.0,300,3.0,502,0.0004623097775038,1361.2899508476255
0,fig4a,1,72.9808,20,10.0,100,0.3,576,0.0007020834600552,704.0026359558105
0,fig16b,0,84.0806,5,2.0,3,1.0,850,0.0038571131881326,206.33860969543457
0,fig16b,0,83.768,10,10.0,300,3.0,460,0.0004698973789345,627.3928484916687
0,fig4a,1,72.9907,10,,100,0.3,560,0.0006151813431642,809.583104133606
0,fig16b,0,84.1986,20,,10,1.0,258,0.0004205966833978,671.3759474754333
0,fig16b,0,84.1585,5,2.0,10,1.0,1037,0.0021130302920937,267.15454363822937
0,fig4a,0,75.1874,40,20.0,3,1.0,637,0.0021810326725244,1533.636456489563
0,fig4a,1,73.4723,20,10.0,3,0.3,815,0.0025029040407389,974.4232811927797
0,fig16b,0,84.1444,40,40.0,100,1.0,185,0.0001671550708124,903.0900468826294
0,fig4a,0,74.993,10,10.0,300,1.0,557,0.0005114626255817,774.6502871513367
0,fig4a,1,72.8528,20,10.0,300,0.3,583,0.0005867022555321,825.6336097717285
0,fig4a,1,73.4144,5,,3,0.3,922,0.0035728099755942,667.007262468338
0,fig16b,1,84.7661,20,10.0,100,0.3,417,0.0004616574151441,518.6821405887604
0,fig4a,0,75.447,5,,100,3.0,1100,0.0012063138419762,896.6705763339996
0,fig16b,1,84.5255,5,2.0,300,1.0,1061,0.0017572748474776,290.741783618927
0,fig4a,0,74.3196,20,10.0,100,0.3,606,0.0006589365657418,753.166806936264
0,fig4a,0,75.1602,10,10.0,3,1.0,867,0.0035169196780771,1032.3841831684113
0,fig16b,1,84.4563,5,,3,1.0,498,0.0013953358866274,385.69320464134216
0,fig4a,1,72.1443,5,5.0,10,3.0,915,0.0018798527307808,564.2923839092255
0,fig4a,1,72.6185,40,,100,3.0,247,0.0002081214188365,1480.6076567173004
0,fig4a,0,75.1036,40,20.0,100,1.0,360,0.0003449914802331,876.7506787776947
0,fig16b,0,84.1358,40,20.0,300,1.0,245,0.000252189754974,686.569952249527
0,fig4a,0,75.321,5,,30,3.0,1117,0.0013850065879523,832.0521230697632
0,fig16b,0,84.4581,20,10.0,10,0.3,456,0.0007024634978733,539.8619563579559
0,fig4a,1,71.9208,40,40.0,3,3.0,274,0.0012669477146118,1265.9183406829834
0,fig16b,1,84.7661,10,10.0,100,0.3,417,0.0004616574151441,518.5750060081482
0,fig16b,1,84.5587,10,,10,1.0,311,0.0007618725649081,443.4193694591522
0,fig4a,1,72.9412,5,5.0,100,0.3,997,0.0010299145942553,604.3729891777039
0,fig16b,1,84.8411,10,,3,0.3,350,0.0013665268197655,459.66691398620605
0,fig4a,0,74.1761,20,10.0,30,0.3,611,0.0008283124188892,723.1804604530334
0,fig4a,1,72.48,5,,300,3.0,855,0.0009426443721167,729.1751475334167
0,fig4a,0,75.2688,20,10.0,30,3.0,826,0.0009071989334188,1003.2702157497406
0,fig16b,0,84.4331,5,5.0,100,0.3,602,0.0009884538594633,370.749361038208
0,fig4a,0,74.0878,40,20.0,10,0.3,396,0.0012034847168251,951.979700565338
0,fig16b,0,84.167,20,10.0,10,1.0,378,0.0006777371163479,452.5002489089966
0,fig16b,0,83.8591,10,5.0,3,3.0,534,0.0020917612127959,362.41534066200256
0,fig4a,1,72.8111,10,,10,0.3,575,0.0014959662221372,744.2999589443207
0,fig16b,1,84.559,20,10.0,30,1.0,403,0.000520700297784,472.5219218730927
0,fig4a,1,72.9922,40,,300,0.3,249,0.0001828857057262,1484.789644241333
0,fig16b,0,83.7986,20,10.0,100,3.0,466,0.0005442244582809,614.3350071907043
