index,filename,coarse_to_fine,seed,search_func,init_reduced,LBFGS_max_iter,LBFGS_max_eval,LBFGS_history_size,learning_rate,synth_iter,loss,synth_duration
0,fig16b,False,0,strong_wolfe,False,5,5.0,100,100.0,303,0.0001826012303354,332.0812556743622
0,fig16b,False,1,strong_wolfe,False,10,5.0,100,10.0,246,9.528572263661772e-05,263.26638531684875
0,fig4a,False,1,strong_wolfe,False,5,,100,10.0,270,0.000146611535456,340.6024055480957
0,fig4a,False,0,strong_wolfe,False,10,5.0,100,0.1,338,0.0001690359058557,363.593279838562
0,fig16b,False,1,strong_wolfe,False,5,2.0,100,100.0,355,0.0003036971611436,314.7312648296356
0,fig16b,False,1,strong_wolfe,False,40,40.0,100,0.1,77,3.929728336515836e-06,436.8614366054535
0,fig4a,False,1,strong_wolfe,False,20,20.0,100,100.0,159,5.4125237511470914e-05,573.888200044632
0,fig16b,False,0,strong_wolfe,False,40,40.0,100,100.0,93,1.156440339400433e-05,570.0784916877747
0,fig4a,False,0,strong_wolfe,False,5,2.0,100,10.0,506,0.0003197441692464,368.89733505249023
0,fig16b,False,1,strong_wolfe,False,10,,100,10.0,135,2.5451034161960703e-05,294.14681911468506
0,fig4a,False,0,strong_wolfe,False,20,10.0,100,10.0,195,7.67258316045627e-05,358.40102982521057
0,fig4a,False,0,strong_wolfe,False,5,5.0,100,100.0,380,0.0002073283103527,448.60092329978943
0,fig16b,False,0,strong_wolfe,False,10,10.0,100,10.0,149,3.9400481909979135e-05,275.50349617004395
0,fig16b,False,1,strong_wolfe,False,10,10.0,100,0.1,155,3.5488115827320144e-05,274.92022943496704
0,fig4a,False,0,strong_wolfe,False,10,10.0,100,1.0,137,4.009916301583871e-05,260.9974138736725
0,fig4a,False,0,strong_wolfe,False,5,5.0,100,1.0,222,9.876971307676286e-05,219.95822644233704
0,fig16b,False,0,strong_wolfe,False,20,,100,100.0,117,2.5005043426062912e-05,501.8684105873108
0,fig4a,False,0,strong_wolfe,False,5,,100,1.0,195,7.77344757807441e-05,226.3469696044922
0,fig4a,False,1,strong_wolfe,False,20,20.0,100,1.0,97,1.224791139975423e-05,331.0039963722229
0,fig16b,False,0,strong_wolfe,False,5,5.0,100,0.1,258,0.0001090143341571,272.6580722332001
0,fig4a,False,1,strong_wolfe,False,10,,100,10.0,177,6.615154416067526e-05,401.4028036594391
0,fig4a,False,0,strong_wolfe,False,10,10.0,100,100.0,244,0.0001172388292616,498.5817210674286
0,fig16b,False,0,strong_wolfe,False,5,5.0,100,1.0,170,5.136012987350114e-05,176.18159580230713
0,fig16b,False,0,strong_wolfe,False,10,,100,100.0,175,5.645423516398296e-05,398.2436554431915
0,fig16b,False,0,strong_wolfe,False,10,10.0,100,1.0,109,2.023181332333479e-05,193.3499810695648
0,fig4a,False,1,strong_wolfe,False,5,5.0,100,10.0,324,0.0001652213395573,348.5666470527649
0,fig16b,False,0,strong_wolfe,False,40,,100,1.0,62,3.936821940442314e-06,288.1372330188751
0,fig4a,False,0,strong_wolfe,False,5,,100,100.0,342,0.0001721515582175,455.9146311283112
0,fig4a,False,1,strong_wolfe,False,5,,100,100.0,325,0.0001793050905689,460.8921453952789
0,fig4a,False,1,strong_wolfe,False,10,10.0,100,1.0,140,3.978886161348783e-05,258.8210678100586
0,fig16b,False,0,strong_wolfe,False,5,,100,0.1,229,7.309497595997527e-05,267.5668077468872
0,fig4a,False,1,strong_wolfe,False,5,5.0,100,100.0,347,0.0002021184045588,455.291473865509
0,fig16b,False,0,strong_wolfe,False,40,,100,0.1,75,3.599607225623913e-06,552.5251741409302
0,fig16b,False,1,strong_wolfe,False,40,40.0,100,1.0,65,4.01315264753066e-06,259.2902874946594
0,fig4a,False,1,strong_wolfe,False,20,10.0,100,0.1,207,6.418319389922544e-05,396.04227805137634
0,fig4a,False,1,strong_wolfe,False,40,,100,100.0,99,1.4944378563086502e-05,767.9169902801514
0,fig4a,False,1,strong_wolfe,False,10,10.0,100,10.0,196,8.456618525087833e-05,382.334988117218
0,fig16b,False,1,strong_wolfe,False,5,,100,1.0,150,3.4573982702568173e-05,173.11541295051575
0,fig4a,False,1,strong_wolfe,False,40,40.0,100,10.0,94,1.171527856058674e-05,646.7994418144226
0,fig16b,False,1,strong_wolfe,False,20,20.0,100,10.0,102,1.198317204398336e-05,319.19624304771423
0,fig4a,False,0,strong_wolfe,False,20,,100,100.0,142,4.495492612477392e-05,606.9275507926941
0,fig4a,False,0,strong_wolfe,False,10,5.0,100,10.0,321,0.0001726176124066,352.0989897251129
0,fig4a,False,0,strong_wolfe,False,40,20.0,100,100.0,161,5.977595355943777e-05,588.248058795929
0,fig4a,False,0,strong_wolfe,False,40,20.0,100,10.0,130,3.5705546906683594e-05,441.5323886871338
0,fig16b,False,0,strong_wolfe,False,20,,100,10.0,92,1.2163945939391851e-05,382.0618743896485
0,fig16b,False,1,strong_wolfe,False,20,10.0,100,1.0,109,1.6672704077791423e-05,188.73690128326416
0,fig4a,False,0,strong_wolfe,False,20,,100,0.1,121,2.037296690104995e-05,502.6401603221893
0,fig4a,False,0,strong_wolfe,False,10,10.0,100,10.0,195,7.67258316045627e-05,361.4175622463226
0,fig16b,False,0,strong_wolfe,False,20,,100,0.1,99,1.2591549420903904e-05,402.4421751499176
0,fig4a,False,0,strong_wolfe,False,40,,100,1.0,70,2.3561726720799925e-06,535.8830444812775
0,fig4a,False,0,strong_wolfe,False,20,20.0,100,1.0,96,1.2513463843788486e-05,339.90253376960754
